dataset,horizon,benchmark_row,AdaptiveLasso,AdaptiveLasso_dm_reject_10pct_share,Bagging,Bagging_dm_reject_10pct_share,ElasticNet,ElasticNet_dm_reject_10pct_share,GradientBoosting,GradientBoosting_dm_reject_10pct_share,HAR,HAR_dm_reject_10pct_share,HARQ,HARQ_dm_reject_10pct_share,HARX,HARX_dm_reject_10pct_share,Lasso,Lasso_dm_reject_10pct_share,LevHAR,LevHAR_dm_reject_10pct_share,LogHAR,LogHAR_dm_reject_10pct_share,NN1,NN1_dm_reject_10pct_share,NN1_1,NN1_1_dm_reject_10pct_share,NN2,NN2_dm_reject_10pct_share,NN2_1,NN2_1_dm_reject_10pct_share,NN3,NN3_dm_reject_10pct_share,NN3_1,NN3_1_dm_reject_10pct_share,NN4,NN4_dm_reject_10pct_share,NN4_1,NN4_1_dm_reject_10pct_share,PostLasso,PostLasso_dm_reject_10pct_share,RandomForest,RandomForest_dm_reject_10pct_share,Ridge,Ridge_dm_reject_10pct_share,SHAR,SHAR_dm_reject_10pct_share
MHAR,22,AdaptiveLasso,1.0,0.0,0.780321384838668,0.6666666666666666,0.9622425226748402,0.3333333333333333,0.8925814199029757,0.3333333333333333,0.8296992629768285,1.0,0.8195828800104433,0.6666666666666666,0.8296992629768285,1.0,0.9580646332580933,0.3333333333333333,0.8804639499741104,0.6666666666666666,0.5871949795050421,1.0,0.8060289370061628,1.0,0.8465358290762408,0.3333333333333333,0.9372969707878066,0.0,0.8280647855008176,0.6666666666666666,1.0621882220837249,0.0,0.895967921410992,0.6666666666666666,0.9713004727110177,0.3333333333333333,0.8902761978193752,0.3333333333333333,0.9182415575803587,0.3333333333333333,0.7807293809171577,0.6666666666666666,0.9174096698065933,0.3333333333333333,0.806288493769817,1.0
MHAR,22,Bagging,1.3025925212393554,0.0,1.0,0.0,1.265097407443029,0.0,1.148842863819346,0.0,1.091591308926726,0.3333333333333333,1.080151099761808,0.0,1.091591308926726,0.3333333333333333,1.2572256641542114,0.0,1.1590116991040953,0.0,0.764723757609655,1.0,1.0527086329083488,0.0,1.0983376423252456,0.0,1.2266848434900988,0.0,1.0563068298505514,0.0,1.4054963908594351,0.0,1.1787302341673653,0.0,1.2828810392096786,0.0,1.1700622718567686,0.0,1.2141376885247546,0.0,1.011899717452508,0.3333333333333333,1.2137741904130748,0.0,1.061185755664938,0.3333333333333333
MHAR,22,ElasticNet,1.0456332237864245,0.3333333333333333,0.8245788180522119,0.6666666666666666,1.0,0.0,0.9402859480016005,0.3333333333333333,0.8618883547815478,1.0,0.8504008123468175,0.6666666666666666,0.8618883547815478,1.0,0.9968513590965928,0.3333333333333333,0.9135680247676429,0.6666666666666666,0.6142090215903977,1.0,0.8411006328455616,1.0,0.887306033123814,0.3333333333333333,0.9773077327500678,0.0,0.8774955541956854,0.6666666666666666,1.0989917788149393,0.0,0.9317090552255509,0.3333333333333333,1.0064845973365626,0.0,0.9259116835277069,0.3333333333333333,0.9505301077093845,0.6666666666666666,0.8187560386966218,0.3333333333333333,0.9492885025682728,0.6666666666666666,0.8373919311699742,1.0
MHAR,22,GradientBoosting,1.1339431781437301,0.0,0.8737825116520003,0.0,1.0989472680097456,0.3333333333333333,1.0,0.0,0.9483537309361795,0.3333333333333333,0.93809246505174,0.3333333333333333,0.9483537309361795,0.3333333333333333,1.0920261087500351,0.3333333333333333,1.002410353119036,0.3333333333333333,0.6670499018066844,1.0,0.9135327869432793,0.3333333333333333,0.9555781973204195,0.3333333333333333,1.069303108048117,0.0,0.923016979901147,0.3333333333333333,1.2177938622028552,0.3333333333333333,1.0330896508348264,0.3333333333333333,1.1147690999114273,0.3333333333333333,1.0210220545428828,0.3333333333333333,1.0522178336419499,0.3333333333333333,0.8793531008415475,0.3333333333333333,1.0518255246076038,0.3333333333333333,0.9221459799915639,0.3333333333333333
MHAR,22,HAR,1.2137881136117363,0.0,0.9579050121411377,0.3333333333333333,1.1603075787909312,0.0,1.0923376361165762,0.3333333333333333,1.0,0.0,0.9865855272990083,0.0,1.0,0.0,1.15680408248699,0.0,1.0601741946877659,0.3333333333333333,0.7128834827658942,0.6666666666666666,0.9764322711444103,0.0,1.0303062243424073,0.0,1.1340104485744646,0.0,1.0196670192219928,0.3333333333333333,1.274882301043981,0.0,1.0802724234562506,0.3333333333333333,1.1674477604783122,0.0,1.0739885171928873,0.0,1.10269450641763,0.0,0.9508556053834593,0.3333333333333333,1.1012162114130637,0.0,0.9715374044686106,0.3333333333333333
MHAR,22,HARQ,1.2321920108640703,0.0,0.9744558848901589,0.3333333333333333,1.1764590525399177,0.0,1.110554582286958,0.3333333333333333,1.0138313036543398,0.0,1.0,0.0,1.0138313036543398,0.0,1.1731922646408945,0.0,1.0743350855165539,0.3333333333333333,0.7237342596533289,1.0,0.9908533491666738,0.0,1.0464398095786696,0.0,1.150539089322462,0.0,1.0378629362948963,0.3333333333333333,1.291488421111654,0.0,1.0953794428947163,0.0,1.1829966058207957,0.0,1.0890707305143392,0.0,1.117169368220798,0.0,0.9658533967576316,0.3333333333333333,1.1155810613609836,0.0,0.9849310747709593,0.0
MHAR,22,HARX,1.2137881136117363,0.0,0.9579050121411377,0.3333333333333333,1.1603075787909312,0.0,1.0923376361165762,0.3333333333333333,1.0,0.0,0.9865855272990083,0.0,1.0,0.0,1.15680408248699,0.0,1.0601741946877659,0.3333333333333333,0.7128834827658942,0.6666666666666666,0.9764322711444103,0.0,1.0303062243424073,0.0,1.1340104485744646,0.0,1.0196670192219928,0.3333333333333333,1.274882301043981,0.0,1.0802724234562506,0.3333333333333333,1.1674477604783122,0.0,1.0739885171928873,0.0,1.10269450641763,0.0,0.9508556053834593,0.3333333333333333,1.1012162114130637,0.0,0.9715374044686106,0.3333333333333333
MHAR,22,Lasso,1.0479706846377785,0.0,0.8246636618329465,0.6666666666666666,1.0034805721215208,0.3333333333333333,0.9405733410623155,0.3333333333333333,0.865001600244344,1.0,0.8536791267167336,0.6666666666666666,0.865001600244344,1.0,1.0,0.0,0.9164828110285774,0.6666666666666666,0.6157203695691666,1.0,0.8430028028221569,1.0,0.8886562259836269,0.0,0.9804149352432017,0.0,0.8769573902948119,0.6666666666666666,1.1036255883510295,0.0,0.9361355871959093,0.3333333333333333,1.0108002724587768,0.0,0.9296267321750644,0.3333333333333333,0.9544486012144756,0.3333333333333333,0.8197434839795831,0.3333333333333333,0.9532891310626267,0.3333333333333333,0.8404929353889976,1.0
MHAR,22,LevHAR,1.1523836530336424,0.0,0.9115861823942878,0.6666666666666666,1.1002373559908107,0.0,1.0354224095006757,0.3333333333333333,0.9485615991226214,0.3333333333333333,0.9358965858107796,0.0,0.9485615991226214,0.3333333333333333,1.0964771113200644,0.0,1.0,0.0,0.6787703385787697,1.0,0.9240258378543605,0.3333333333333333,0.9771536833580893,0.0,1.0794733218495696,0.0,0.9695087671649594,0.6666666666666666,1.206335615794403,0.0,1.036508835248845,0.3333333333333333,1.1085622184554451,0.0,1.0245017891280004,0.3333333333333333,1.043393367053241,0.0,0.9004378972416603,0.3333333333333333,1.04199456344236,0.0,0.9218471359953617,0.6666666666666666
MHAR,22,LogHAR,1.7052402495591423,0.0,1.3299274393032177,0.0,1.641399580012196,0.0,1.5242976383351978,0.0,1.4150666856026752,0.0,1.397849108312908,0.0,1.4150666856026752,0.0,1.6347183307529987,0.0,1.5052448406747392,0.0,1.0,0.0,1.3769137286810433,0.0,1.4447718947503319,0.0,1.5959920661982352,0.0,1.4120316842889318,0.0,1.8136195063855887,0.0,1.519095702574908,0.0,1.6555830562710507,0.0,1.5140898380648389,0.0,1.5677467170521016,0.0,1.3336421039129298,0.0,1.5662927080317293,0.0,1.374871708626414,0.0
MHAR,22,NN1,1.2439141951700883,0.0,0.9736825401590169,0.3333333333333333,1.1947554077387226,0.0,1.1102623113298773,0.0,1.0302944036598565,0.0,1.0174282424515884,0.3333333333333333,1.0302944036598565,0.0,1.189506348134228,0.0,1.088833632577567,0.0,0.7316364582869054,1.0,1.0,0.0,1.0525311433383013,0.0,1.1672021360089422,0.0,1.03329418426025,0.6666666666666666,1.3159666919085435,0.0,1.1207995822570733,0.3333333333333333,1.2063073208600015,0.0,1.1096118895736506,0.0,1.1378416693201967,0.0,0.9697866204026858,0.0,1.1367348187567698,0.0,1.0014105570940801,0.0
MHAR,22,NN1_1,1.1833271898773705,0.0,0.9195384924100031,0.0,1.1413544198493837,0.0,1.0515619902766822,0.0,0.9844528034043553,0.3333333333333333,0.9729082322033276,0.3333333333333333,0.9844528034043553,0.3333333333333333,1.1355671650831616,0.0,1.0424051652325474,0.3333333333333333,0.6954653712186148,1.0,0.9532737525639075,0.0,1.0,0.0,1.1117738035967542,0.0,0.9741852464752029,0.0,1.261325137455582,0.0,1.0676083873682383,0.0,1.1542369176849163,0.0,1.0581813979357062,0.0,1.0902121811327974,0.3333333333333333,0.9213979455141218,0.0,1.0894293844536047,0.3333333333333333,0.9569112206846407,0.3333333333333333
MHAR,22,NN2,1.0702774622990405,0.0,0.8390425743711099,0.6666666666666666,1.0271358996700743,0.0,0.9605589501313849,0.3333333333333333,0.8852849781392637,0.6666666666666666,0.8740182631203056,0.6666666666666666,0.8852849781392637,0.6666666666666666,1.0236224768309612,0.0,0.9419666526839944,0.6666666666666666,0.6275837417212685,1.0,0.8636466759257612,0.6666666666666666,0.9080474542135689,0.3333333333333333,1.0,0.0,0.8921927400373401,0.6666666666666666,1.1326411008988746,0.3333333333333333,0.949694425954462,0.3333333333333333,1.0343503334506046,0.3333333333333333,0.9472350473739003,0.6666666666666666,0.9793178462470328,0.3333333333333333,0.8385699424796643,0.3333333333333333,0.9782108198572624,0.3333333333333333,0.8600129320978119,0.6666666666666666
MHAR,22,NN2_1,1.2407319463197115,0.0,0.9483259926439412,0.0,1.2079712294638025,0.3333333333333333,1.089382147367478,0.0,1.0426230806200387,0.3333333333333333,1.0321885794819907,0.3333333333333333,1.0426230806200387,0.3333333333333333,1.1995870992362279,0.3333333333333333,1.1053959452009483,0.3333333333333333,0.7290050453652435,1.0,1.002287390198812,0.3333333333333333,1.0443783465482912,0.3333333333333333,1.1711558849671782,0.3333333333333333,1.0,0.0,1.3436409644091425,0.3333333333333333,1.1302400107503345,0.3333333333333333,1.2271770109082385,0.3333333333333333,1.119338805845191,0.3333333333333333,1.160507971189123,0.3333333333333333,0.9613159746958008,0.3333333333333333,1.1603774917647158,0.3333333333333333,1.0138201062587102,0.3333333333333333
MHAR,22,NN3,0.9599177520516341,0.6666666666666666,0.7632858378809161,0.6666666666666666,0.9135303512692646,0.6666666666666666,0.867471145233984,0.3333333333333333,0.7871702881819319,1.0,0.7759737361474283,1.0,0.7871702881819319,1.0,0.9113706087304303,0.6666666666666666,0.8322065261243736,1.0,0.5643942713391681,1.0,0.7702360042353712,1.0,0.8157210787255306,0.6666666666666666,0.8959238723692252,0.6666666666666666,0.8137743735322308,0.6666666666666666,1.0,0.0,0.854252113640352,0.3333333333333333,0.9177459193294052,1.0,0.8476704742647265,0.6666666666666666,0.8652749642161793,1.0,0.7526571496500739,0.6666666666666666,0.8638834500941628,1.0,0.7647494833965789,1.0
MHAR,22,NN3_1,1.1512878385103167,0.3333333333333333,0.90463943703157,0.3333333333333333,1.1034863101852441,0.3333333333333333,1.04116669348768,0.3333333333333333,0.9504032672208916,0.6666666666666666,0.9379727649902629,0.6666666666666666,0.9504032672208916,0.6666666666666666,1.1012060685920524,0.3333333333333333,1.0202409013662719,0.6666666666666666,0.672275623474242,1.0,0.9337082950288913,0.3333333333333333,0.9804015487950429,0.3333333333333333,1.069365788727419,0.3333333333333333,0.9646111300335568,0.3333333333333333,1.2186116913641916,0.0,1.0,0.0,1.1071821271618763,0.0,1.0078465728123451,0.3333333333333333,1.053644547593324,0.6666666666666666,0.9081843465639013,0.3333333333333333,1.0522178015336887,0.6666666666666666,0.9226031545566622,0.6666666666666666
