dataset,row_model,col_model,reject_share_10pct,reject_share_5pct,reject_share_1pct,applied_style
MHAR,NN4_1,NN2_1,0.6,0.56,0.4,p05
MHAR,NN4_1,NN2,0.36,0.32,0.2,none
MHAR,NN4_1,NN3_1,0.36,0.32,0.12,none
MHAR,NN4_1,NN3,0.32,0.24,0.12,none
MHAR,NN4_1,NN4_1,0.0,0.0,0.0,none
MHAR,NN4_1,NN4,0.16,0.16,0.04,none
MHAR,NN4,HAR,0.84,0.68,0.56,p01
MHAR,NN4,HARX,0.84,0.68,0.56,p01
MHAR,NN4,LogHAR,1.0,1.0,0.92,p01
MHAR,NN4,LevHAR,1.0,1.0,0.96,p01
MHAR,NN4,SHAR,0.92,0.88,0.72,p01
MHAR,NN4,HARQ,1.0,1.0,0.88,p01
MHAR,NN4,Ridge,0.84,0.72,0.52,p01
MHAR,NN4,Lasso,0.64,0.56,0.2,p05
MHAR,NN4,ElasticNet,0.64,0.56,0.28,p05
MHAR,NN4,AdaptiveLasso,0.56,0.48,0.08,p10
MHAR,NN4,PostLasso,0.88,0.72,0.52,p01
MHAR,NN4,Bagging,0.96,0.96,0.64,p01
MHAR,NN4,RandomForest,1.0,0.92,0.64,p01
MHAR,NN4,GradientBoosting,0.76,0.64,0.4,p05
MHAR,NN4,NN1_1,0.6,0.56,0.52,p01
MHAR,NN4,NN1,0.64,0.6,0.36,p05
MHAR,NN4,NN2_1,0.76,0.72,0.52,p01
MHAR,NN4,NN2,0.68,0.6,0.52,p01
MHAR,NN4,NN3_1,0.72,0.64,0.44,p05
MHAR,NN4,NN3,0.64,0.64,0.36,p05
MHAR,NN4,NN4_1,0.36,0.24,0.2,none
MHAR,NN4,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,HARX,0.72,0.72,0.68,p01
PARTIAL_MALL,HAR,LogHAR,0.88,0.88,0.84,p01
PARTIAL_MALL,HAR,LevHAR,0.96,0.92,0.88,p01
PARTIAL_MALL,HAR,SHAR,0.84,0.84,0.64,p01
PARTIAL_MALL,HAR,HARQ,0.84,0.76,0.68,p01
PARTIAL_MALL,HAR,Ridge,0.76,0.72,0.68,p01
PARTIAL_MALL,HAR,Lasso,0.56,0.44,0.28,p10
PARTIAL_MALL,HAR,ElasticNet,0.44,0.4,0.32,none
PARTIAL_MALL,HAR,AdaptiveLasso,0.48,0.4,0.36,none
PARTIAL_MALL,HAR,PostLasso,0.64,0.64,0.48,p05
PARTIAL_MALL,HAR,Bagging,0.88,0.76,0.72,p01
PARTIAL_MALL,HAR,RandomForest,0.88,0.76,0.76,p01
PARTIAL_MALL,HAR,GradientBoosting,0.48,0.48,0.28,none
PARTIAL_MALL,HAR,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,NN1,0.04,0.0,0.0,none
PARTIAL_MALL,HAR,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,HAR,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,HARX,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,LogHAR,0.12,0.08,0.04,none
PARTIAL_MALL,HARX,LevHAR,0.92,0.92,0.88,p01
PARTIAL_MALL,HARX,SHAR,0.84,0.76,0.72,p01
PARTIAL_MALL,HARX,HARQ,0.52,0.48,0.36,p10
PARTIAL_MALL,HARX,Ridge,0.04,0.0,0.0,none
PARTIAL_MALL,HARX,Lasso,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,ElasticNet,0.04,0.04,0.0,none
PARTIAL_MALL,HARX,AdaptiveLasso,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,PostLasso,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,Bagging,0.2,0.12,0.04,none
PARTIAL_MALL,HARX,RandomForest,0.2,0.08,0.04,none
PARTIAL_MALL,HARX,GradientBoosting,0.08,0.0,0.0,none
PARTIAL_MALL,HARX,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARX,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,HARX,0.64,0.6,0.44,p05
PARTIAL_MALL,LogHAR,LogHAR,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,LevHAR,0.84,0.8,0.72,p01
PARTIAL_MALL,LogHAR,SHAR,0.64,0.6,0.52,p01
PARTIAL_MALL,LogHAR,HARQ,0.64,0.64,0.4,p05
PARTIAL_MALL,LogHAR,Ridge,0.64,0.6,0.36,p05
PARTIAL_MALL,LogHAR,Lasso,0.12,0.12,0.04,none
PARTIAL_MALL,LogHAR,ElasticNet,0.12,0.12,0.04,none
PARTIAL_MALL,LogHAR,AdaptiveLasso,0.2,0.16,0.16,none
PARTIAL_MALL,LogHAR,PostLasso,0.44,0.28,0.16,none
PARTIAL_MALL,LogHAR,Bagging,0.08,0.04,0.04,none
PARTIAL_MALL,LogHAR,RandomForest,0.08,0.04,0.0,none
PARTIAL_MALL,LogHAR,GradientBoosting,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,LogHAR,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,HARX,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,LogHAR,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,LevHAR,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,SHAR,0.04,0.04,0.04,none
PARTIAL_MALL,LevHAR,HARQ,0.04,0.04,0.04,none
PARTIAL_MALL,LevHAR,Ridge,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,Lasso,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,ElasticNet,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,AdaptiveLasso,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,PostLasso,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,Bagging,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,RandomForest,0.04,0.0,0.0,none
PARTIAL_MALL,LevHAR,GradientBoosting,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,LevHAR,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,HARX,0.12,0.12,0.12,none
PARTIAL_MALL,SHAR,LogHAR,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,LevHAR,0.68,0.64,0.44,p05
PARTIAL_MALL,SHAR,SHAR,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,HARQ,0.2,0.2,0.08,none
PARTIAL_MALL,SHAR,Ridge,0.12,0.12,0.12,none
PARTIAL_MALL,SHAR,Lasso,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,ElasticNet,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,AdaptiveLasso,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,PostLasso,0.04,0.04,0.0,none
PARTIAL_MALL,SHAR,Bagging,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,RandomForest,0.04,0.0,0.0,none
PARTIAL_MALL,SHAR,GradientBoosting,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,SHAR,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,HAR,0.04,0.0,0.0,none
PARTIAL_MALL,HARQ,HARX,0.08,0.04,0.0,none
PARTIAL_MALL,HARQ,LogHAR,0.04,0.04,0.04,none
PARTIAL_MALL,HARQ,LevHAR,0.72,0.72,0.68,p01
PARTIAL_MALL,HARQ,SHAR,0.36,0.36,0.36,none
PARTIAL_MALL,HARQ,HARQ,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,Ridge,0.08,0.04,0.0,none
PARTIAL_MALL,HARQ,Lasso,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,ElasticNet,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,AdaptiveLasso,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,PostLasso,0.04,0.04,0.0,none
PARTIAL_MALL,HARQ,Bagging,0.04,0.04,0.04,none
PARTIAL_MALL,HARQ,RandomForest,0.08,0.04,0.04,none
PARTIAL_MALL,HARQ,GradientBoosting,0.04,0.0,0.0,none
PARTIAL_MALL,HARQ,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,HARQ,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,HARX,0.2,0.08,0.08,none
PARTIAL_MALL,Ridge,LogHAR,0.12,0.08,0.04,none
PARTIAL_MALL,Ridge,LevHAR,0.88,0.84,0.84,p01
PARTIAL_MALL,Ridge,SHAR,0.76,0.72,0.68,p01
PARTIAL_MALL,Ridge,HARQ,0.56,0.48,0.36,p10
PARTIAL_MALL,Ridge,Ridge,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,Lasso,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,ElasticNet,0.04,0.04,0.0,none
PARTIAL_MALL,Ridge,AdaptiveLasso,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,PostLasso,0.04,0.04,0.04,none
PARTIAL_MALL,Ridge,Bagging,0.2,0.12,0.04,none
PARTIAL_MALL,Ridge,RandomForest,0.2,0.08,0.08,none
PARTIAL_MALL,Ridge,GradientBoosting,0.08,0.04,0.0,none
PARTIAL_MALL,Ridge,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,Ridge,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,Lasso,HAR,0.2,0.12,0.08,none
PARTIAL_MALL,Lasso,HARX,0.88,0.76,0.56,p01
PARTIAL_MALL,Lasso,LogHAR,0.48,0.44,0.44,none
PARTIAL_MALL,Lasso,LevHAR,1.0,1.0,0.92,p01
PARTIAL_MALL,Lasso,SHAR,0.96,0.88,0.88,p01
PARTIAL_MALL,Lasso,HARQ,0.88,0.88,0.72,p01
PARTIAL_MALL,Lasso,Ridge,0.88,0.76,0.68,p01
PARTIAL_MALL,Lasso,Lasso,0.0,0.0,0.0,none
PARTIAL_MALL,Lasso,ElasticNet,0.36,0.32,0.2,none
PARTIAL_MALL,Lasso,AdaptiveLasso,0.36,0.36,0.32,none
PARTIAL_MALL,Lasso,PostLasso,0.6,0.56,0.4,p05
PARTIAL_MALL,Lasso,Bagging,0.48,0.48,0.36,none
PARTIAL_MALL,Lasso,RandomForest,0.48,0.44,0.4,none
PARTIAL_MALL,Lasso,GradientBoosting,0.24,0.2,0.12,none
PARTIAL_MALL,Lasso,NN1_1,0.08,0.08,0.04,none
PARTIAL_MALL,Lasso,NN1,0.04,0.04,0.0,none
PARTIAL_MALL,Lasso,NN2_1,0.04,0.0,0.0,none
PARTIAL_MALL,Lasso,NN2,0.04,0.04,0.04,none
PARTIAL_MALL,Lasso,NN3_1,0.04,0.04,0.04,none
PARTIAL_MALL,Lasso,NN3,0.04,0.04,0.0,none
PARTIAL_MALL,Lasso,NN4_1,0.04,0.04,0.0,none
PARTIAL_MALL,Lasso,NN4,0.04,0.04,0.0,none
PARTIAL_MALL,ElasticNet,HAR,0.16,0.16,0.08,none
PARTIAL_MALL,ElasticNet,HARX,0.84,0.72,0.56,p01
PARTIAL_MALL,ElasticNet,LogHAR,0.4,0.32,0.32,none
PARTIAL_MALL,ElasticNet,LevHAR,0.96,0.96,0.92,p01
PARTIAL_MALL,ElasticNet,SHAR,0.84,0.84,0.8,p01
PARTIAL_MALL,ElasticNet,HARQ,0.84,0.72,0.68,p01
PARTIAL_MALL,ElasticNet,Ridge,0.76,0.68,0.6,p01
PARTIAL_MALL,ElasticNet,Lasso,0.16,0.12,0.08,none
PARTIAL_MALL,ElasticNet,ElasticNet,0.0,0.0,0.0,none
PARTIAL_MALL,ElasticNet,AdaptiveLasso,0.32,0.28,0.24,none
PARTIAL_MALL,ElasticNet,PostLasso,0.52,0.4,0.4,p10
PARTIAL_MALL,ElasticNet,Bagging,0.44,0.4,0.36,none
PARTIAL_MALL,ElasticNet,RandomForest,0.44,0.4,0.36,none
PARTIAL_MALL,ElasticNet,GradientBoosting,0.2,0.2,0.16,none
PARTIAL_MALL,ElasticNet,NN1_1,0.08,0.08,0.04,none
PARTIAL_MALL,ElasticNet,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,ElasticNet,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,ElasticNet,NN2,0.04,0.0,0.0,none
PARTIAL_MALL,ElasticNet,NN3_1,0.04,0.04,0.0,none
PARTIAL_MALL,ElasticNet,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,ElasticNet,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,ElasticNet,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,AdaptiveLasso,HAR,0.32,0.24,0.2,none
PARTIAL_MALL,AdaptiveLasso,HARX,0.8,0.68,0.6,p01
PARTIAL_MALL,AdaptiveLasso,LogHAR,0.52,0.48,0.48,p10
PARTIAL_MALL,AdaptiveLasso,LevHAR,1.0,0.96,0.96,p01
PARTIAL_MALL,AdaptiveLasso,SHAR,0.96,0.84,0.72,p01
PARTIAL_MALL,AdaptiveLasso,HARQ,0.8,0.72,0.64,p01
PARTIAL_MALL,AdaptiveLasso,Ridge,0.68,0.64,0.56,p01
PARTIAL_MALL,AdaptiveLasso,Lasso,0.36,0.24,0.24,none
PARTIAL_MALL,AdaptiveLasso,ElasticNet,0.36,0.28,0.2,none
PARTIAL_MALL,AdaptiveLasso,AdaptiveLasso,0.0,0.0,0.0,none
PARTIAL_MALL,AdaptiveLasso,PostLasso,0.52,0.48,0.36,p10
PARTIAL_MALL,AdaptiveLasso,Bagging,0.52,0.52,0.4,p05
PARTIAL_MALL,AdaptiveLasso,RandomForest,0.52,0.52,0.44,p05
PARTIAL_MALL,AdaptiveLasso,GradientBoosting,0.32,0.28,0.2,none
PARTIAL_MALL,AdaptiveLasso,NN1_1,0.08,0.08,0.08,none
PARTIAL_MALL,AdaptiveLasso,NN1,0.08,0.04,0.04,none
PARTIAL_MALL,AdaptiveLasso,NN2_1,0.04,0.04,0.04,none
PARTIAL_MALL,AdaptiveLasso,NN2,0.04,0.04,0.04,none
PARTIAL_MALL,AdaptiveLasso,NN3_1,0.04,0.04,0.04,none
PARTIAL_MALL,AdaptiveLasso,NN3,0.04,0.04,0.04,none
PARTIAL_MALL,AdaptiveLasso,NN4_1,0.04,0.04,0.04,none
PARTIAL_MALL,AdaptiveLasso,NN4,0.04,0.04,0.04,none
PARTIAL_MALL,PostLasso,HAR,0.16,0.08,0.0,none
PARTIAL_MALL,PostLasso,HARX,0.72,0.6,0.32,p05
PARTIAL_MALL,PostLasso,LogHAR,0.32,0.32,0.28,none
PARTIAL_MALL,PostLasso,LevHAR,0.96,0.96,0.96,p01
PARTIAL_MALL,PostLasso,SHAR,0.84,0.84,0.76,p01
PARTIAL_MALL,PostLasso,HARQ,0.72,0.6,0.52,p01
PARTIAL_MALL,PostLasso,Ridge,0.6,0.56,0.24,p05
PARTIAL_MALL,PostLasso,Lasso,0.08,0.0,0.0,none
PARTIAL_MALL,PostLasso,ElasticNet,0.12,0.04,0.0,none
PARTIAL_MALL,PostLasso,AdaptiveLasso,0.08,0.08,0.08,none
PARTIAL_MALL,PostLasso,PostLasso,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,Bagging,0.36,0.32,0.28,none
PARTIAL_MALL,PostLasso,RandomForest,0.36,0.32,0.24,none
PARTIAL_MALL,PostLasso,GradientBoosting,0.16,0.08,0.08,none
PARTIAL_MALL,PostLasso,NN1_1,0.04,0.04,0.0,none
PARTIAL_MALL,PostLasso,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,PostLasso,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,HARX,0.56,0.48,0.36,p10
PARTIAL_MALL,Bagging,LogHAR,0.04,0.0,0.0,none
PARTIAL_MALL,Bagging,LevHAR,0.84,0.76,0.72,p01
PARTIAL_MALL,Bagging,SHAR,0.56,0.56,0.56,p01
PARTIAL_MALL,Bagging,HARQ,0.6,0.56,0.4,p05
PARTIAL_MALL,Bagging,Ridge,0.56,0.48,0.24,p10
PARTIAL_MALL,Bagging,Lasso,0.12,0.08,0.04,none
PARTIAL_MALL,Bagging,ElasticNet,0.12,0.04,0.04,none
PARTIAL_MALL,Bagging,AdaptiveLasso,0.24,0.2,0.12,none
PARTIAL_MALL,Bagging,PostLasso,0.36,0.28,0.12,none
PARTIAL_MALL,Bagging,Bagging,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,RandomForest,0.04,0.04,0.0,none
PARTIAL_MALL,Bagging,GradientBoosting,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,Bagging,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,HAR,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,HARX,0.6,0.48,0.36,p10
PARTIAL_MALL,RandomForest,LogHAR,0.16,0.04,0.0,none
PARTIAL_MALL,RandomForest,LevHAR,0.84,0.8,0.72,p01
PARTIAL_MALL,RandomForest,SHAR,0.56,0.56,0.52,p01
PARTIAL_MALL,RandomForest,HARQ,0.64,0.6,0.4,p05
PARTIAL_MALL,RandomForest,Ridge,0.6,0.52,0.32,p05
PARTIAL_MALL,RandomForest,Lasso,0.12,0.08,0.08,none
PARTIAL_MALL,RandomForest,ElasticNet,0.16,0.08,0.04,none
PARTIAL_MALL,RandomForest,AdaptiveLasso,0.24,0.2,0.16,none
PARTIAL_MALL,RandomForest,PostLasso,0.48,0.28,0.2,none
PARTIAL_MALL,RandomForest,Bagging,0.08,0.04,0.0,none
PARTIAL_MALL,RandomForest,RandomForest,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,GradientBoosting,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,RandomForest,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,HAR,0.16,0.12,0.08,none
PARTIAL_MALL,GradientBoosting,HARX,0.72,0.6,0.56,p01
PARTIAL_MALL,GradientBoosting,LogHAR,0.76,0.72,0.56,p01
PARTIAL_MALL,GradientBoosting,LevHAR,0.88,0.84,0.8,p01
PARTIAL_MALL,GradientBoosting,SHAR,0.72,0.72,0.64,p01
PARTIAL_MALL,GradientBoosting,HARQ,0.84,0.68,0.52,p01
PARTIAL_MALL,GradientBoosting,Ridge,0.72,0.64,0.52,p01
PARTIAL_MALL,GradientBoosting,Lasso,0.4,0.32,0.28,none
PARTIAL_MALL,GradientBoosting,ElasticNet,0.44,0.4,0.36,none
PARTIAL_MALL,GradientBoosting,AdaptiveLasso,0.44,0.44,0.36,none
PARTIAL_MALL,GradientBoosting,PostLasso,0.56,0.56,0.4,p05
PARTIAL_MALL,GradientBoosting,Bagging,0.8,0.72,0.64,p01
PARTIAL_MALL,GradientBoosting,RandomForest,0.84,0.76,0.64,p01
PARTIAL_MALL,GradientBoosting,GradientBoosting,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN2_1,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN2,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN3_1,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN3,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN4_1,0.0,0.0,0.0,none
PARTIAL_MALL,GradientBoosting,NN4,0.0,0.0,0.0,none
PARTIAL_MALL,NN1_1,HAR,0.72,0.56,0.36,p05
PARTIAL_MALL,NN1_1,HARX,0.8,0.76,0.72,p01
PARTIAL_MALL,NN1_1,LogHAR,0.96,0.92,0.84,p01
PARTIAL_MALL,NN1_1,LevHAR,0.96,0.96,0.92,p01
PARTIAL_MALL,NN1_1,SHAR,0.92,0.84,0.72,p01
PARTIAL_MALL,NN1_1,HARQ,0.96,0.88,0.72,p01
PARTIAL_MALL,NN1_1,Ridge,0.8,0.76,0.68,p01
PARTIAL_MALL,NN1_1,Lasso,0.72,0.68,0.4,p05
PARTIAL_MALL,NN1_1,ElasticNet,0.72,0.72,0.52,p01
PARTIAL_MALL,NN1_1,AdaptiveLasso,0.68,0.64,0.48,p05
PARTIAL_MALL,NN1_1,PostLasso,0.76,0.76,0.68,p01
PARTIAL_MALL,NN1_1,Bagging,0.96,0.92,0.72,p01
PARTIAL_MALL,NN1_1,RandomForest,1.0,0.92,0.76,p01
PARTIAL_MALL,NN1_1,GradientBoosting,0.76,0.6,0.44,p05
PARTIAL_MALL,NN1_1,NN1_1,0.0,0.0,0.0,none
PARTIAL_MALL,NN1_1,NN1,0.36,0.28,0.24,none
PARTIAL_MALL,NN1_1,NN2_1,0.2,0.2,0.16,none
PARTIAL_MALL,NN1_1,NN2,0.12,0.12,0.04,none
PARTIAL_MALL,NN1_1,NN3_1,0.24,0.16,0.12,none
PARTIAL_MALL,NN1_1,NN3,0.12,0.12,0.12,none
PARTIAL_MALL,NN1_1,NN4_1,0.08,0.08,0.08,none
PARTIAL_MALL,NN1_1,NN4,0.12,0.12,0.12,none
PARTIAL_MALL,NN1,HAR,0.8,0.56,0.32,p05
PARTIAL_MALL,NN1,HARX,0.84,0.8,0.68,p01
PARTIAL_MALL,NN1,LogHAR,1.0,0.96,0.84,p01
PARTIAL_MALL,NN1,LevHAR,1.0,1.0,0.84,p01
PARTIAL_MALL,NN1,SHAR,0.96,0.96,0.72,p01
PARTIAL_MALL,NN1,HARQ,0.96,0.96,0.76,p01
PARTIAL_MALL,NN1,Ridge,0.84,0.84,0.68,p01
PARTIAL_MALL,NN1,Lasso,0.76,0.64,0.44,p05
PARTIAL_MALL,NN1,ElasticNet,0.76,0.72,0.52,p01
PARTIAL_MALL,NN1,AdaptiveLasso,0.72,0.6,0.4,p05
PARTIAL_MALL,NN1,PostLasso,0.72,0.72,0.64,p01
PARTIAL_MALL,NN1,Bagging,0.96,0.92,0.76,p01
PARTIAL_MALL,NN1,RandomForest,0.96,0.96,0.76,p01
PARTIAL_MALL,NN1,GradientBoosting,0.84,0.72,0.32,p05
PARTIAL_MALL,NN1,NN1_1,0.32,0.28,0.2,none
PARTIAL_MALL,NN1,NN1,0.0,0.0,0.0,none
PARTIAL_MALL,NN1,NN2_1,0.08,0.04,0.04,none
PARTIAL_MALL,NN1,NN2,0.04,0.04,0.04,none
PARTIAL_MALL,NN1,NN3_1,0.16,0.08,0.0,none
PARTIAL_MALL,NN1,NN3,0.12,0.08,0.04,none
PARTIAL_MALL,NN1,NN4_1,0.08,0.04,0.0,none
PARTIAL_MALL,NN1,NN4,0.04,0.0,0.0,none
PARTIAL_MALL,NN2_1,HAR,0.8,0.64,0.36,p05
PARTIAL_MALL,NN2_1,HARX,0.92,0.8,0.68,p01
PARTIAL_MALL,NN2_1,LogHAR,1.0,1.0,0.84,p01
PARTIAL_MALL,NN2_1,LevHAR,0.96,0.96,0.96,p01
PARTIAL_MALL,NN2_1,SHAR,0.92,0.92,0.72,p01
PARTIAL_MALL,NN2_1,HARQ,0.92,0.92,0.76,p01
