dataset,row_model,col_model,reject_share_10pct,reject_share_5pct,reject_share_1pct,applied_style
MHAR,HARQ,LevHAR,0.88,0.88,0.72,p01
MHAR,HARQ,SHAR,0.24,0.16,0.08,none
MHAR,HARQ,HARQ,0.0,0.0,0.0,none
MHAR,HARQ,Ridge,0.0,0.0,0.0,none
MHAR,HARQ,Lasso,0.0,0.0,0.0,none
MHAR,HARQ,ElasticNet,0.0,0.0,0.0,none
MHAR,HARQ,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,HARQ,PostLasso,0.0,0.0,0.0,none
MHAR,HARQ,Bagging,0.0,0.0,0.0,none
MHAR,HARQ,RandomForest,0.0,0.0,0.0,none
MHAR,HARQ,GradientBoosting,0.0,0.0,0.0,none
MHAR,HARQ,NN1_1,0.0,0.0,0.0,none
MHAR,HARQ,NN1,0.0,0.0,0.0,none
MHAR,HARQ,NN2_1,0.0,0.0,0.0,none
MHAR,HARQ,NN2,0.0,0.0,0.0,none
MHAR,HARQ,NN3_1,0.0,0.0,0.0,none
MHAR,HARQ,NN3,0.0,0.0,0.0,none
MHAR,HARQ,NN4_1,0.0,0.0,0.0,none
MHAR,HARQ,NN4,0.0,0.0,0.0,none
MHAR,Ridge,HAR,0.56,0.48,0.4,p10
MHAR,Ridge,HARX,0.56,0.48,0.4,p10
MHAR,Ridge,LogHAR,0.84,0.8,0.68,p01
MHAR,Ridge,LevHAR,1.0,1.0,1.0,p01
MHAR,Ridge,SHAR,0.8,0.8,0.76,p01
MHAR,Ridge,HARQ,0.96,0.92,0.92,p01
MHAR,Ridge,Ridge,0.0,0.0,0.0,none
MHAR,Ridge,Lasso,0.0,0.0,0.0,none
MHAR,Ridge,ElasticNet,0.0,0.0,0.0,none
MHAR,Ridge,AdaptiveLasso,0.04,0.0,0.0,none
MHAR,Ridge,PostLasso,0.36,0.32,0.28,none
MHAR,Ridge,Bagging,0.6,0.44,0.16,p10
MHAR,Ridge,RandomForest,0.6,0.52,0.28,p05
MHAR,Ridge,GradientBoosting,0.16,0.12,0.08,none
MHAR,Ridge,NN1_1,0.04,0.04,0.0,none
MHAR,Ridge,NN1,0.0,0.0,0.0,none
MHAR,Ridge,NN2_1,0.04,0.04,0.0,none
MHAR,Ridge,NN2,0.0,0.0,0.0,none
MHAR,Ridge,NN3_1,0.04,0.0,0.0,none
MHAR,Ridge,NN3,0.0,0.0,0.0,none
MHAR,Ridge,NN4_1,0.0,0.0,0.0,none
MHAR,Ridge,NN4,0.0,0.0,0.0,none
MHAR,Lasso,HAR,0.96,0.84,0.72,p01
MHAR,Lasso,HARX,0.96,0.84,0.72,p01
MHAR,Lasso,LogHAR,0.96,0.92,0.88,p01
MHAR,Lasso,LevHAR,1.0,1.0,1.0,p01
MHAR,Lasso,SHAR,0.88,0.88,0.88,p01
MHAR,Lasso,HARQ,0.96,0.92,0.92,p01
MHAR,Lasso,Ridge,0.96,0.92,0.8,p01
MHAR,Lasso,Lasso,0.0,0.0,0.0,none
MHAR,Lasso,ElasticNet,0.44,0.4,0.24,none
MHAR,Lasso,AdaptiveLasso,0.16,0.16,0.16,none
MHAR,Lasso,PostLasso,0.96,0.84,0.76,p01
MHAR,Lasso,Bagging,0.88,0.76,0.56,p01
MHAR,Lasso,RandomForest,0.88,0.8,0.6,p01
MHAR,Lasso,GradientBoosting,0.56,0.48,0.32,p10
MHAR,Lasso,NN1_1,0.08,0.08,0.08,none
MHAR,Lasso,NN1,0.08,0.08,0.04,none
MHAR,Lasso,NN2_1,0.24,0.16,0.08,none
MHAR,Lasso,NN2,0.08,0.04,0.04,none
MHAR,Lasso,NN3_1,0.08,0.0,0.0,none
MHAR,Lasso,NN3,0.04,0.04,0.04,none
MHAR,Lasso,NN4_1,0.04,0.04,0.0,none
MHAR,Lasso,NN4,0.04,0.04,0.04,none
MHAR,ElasticNet,HAR,0.84,0.72,0.68,p01
MHAR,ElasticNet,HARX,0.84,0.72,0.68,p01
MHAR,ElasticNet,LogHAR,0.92,0.92,0.84,p01
MHAR,ElasticNet,LevHAR,1.0,1.0,1.0,p01
MHAR,ElasticNet,SHAR,0.88,0.88,0.88,p01
MHAR,ElasticNet,HARQ,0.92,0.92,0.92,p01
MHAR,ElasticNet,Ridge,0.84,0.8,0.72,p01
MHAR,ElasticNet,Lasso,0.12,0.08,0.04,none
MHAR,ElasticNet,ElasticNet,0.0,0.0,0.0,none
MHAR,ElasticNet,AdaptiveLasso,0.16,0.08,0.08,none
MHAR,ElasticNet,PostLasso,0.8,0.72,0.64,p01
MHAR,ElasticNet,Bagging,0.76,0.72,0.48,p05
MHAR,ElasticNet,RandomForest,0.84,0.72,0.64,p01
MHAR,ElasticNet,GradientBoosting,0.44,0.4,0.32,none
MHAR,ElasticNet,NN1_1,0.08,0.08,0.04,none
MHAR,ElasticNet,NN1,0.08,0.08,0.04,none
MHAR,ElasticNet,NN2_1,0.16,0.12,0.08,none
MHAR,ElasticNet,NN2,0.08,0.04,0.04,none
MHAR,ElasticNet,NN3_1,0.08,0.0,0.0,none
MHAR,ElasticNet,NN3,0.04,0.04,0.04,none
MHAR,ElasticNet,NN4_1,0.04,0.04,0.0,none
MHAR,ElasticNet,NN4,0.04,0.04,0.04,none
MHAR,AdaptiveLasso,HAR,0.96,0.88,0.8,p01
MHAR,AdaptiveLasso,HARX,0.96,0.88,0.8,p01
MHAR,AdaptiveLasso,LogHAR,0.96,0.96,0.84,p01
MHAR,AdaptiveLasso,LevHAR,1.0,1.0,1.0,p01
MHAR,AdaptiveLasso,SHAR,0.88,0.88,0.88,p01
MHAR,AdaptiveLasso,HARQ,0.96,0.92,0.92,p01
MHAR,AdaptiveLasso,Ridge,0.88,0.88,0.72,p01
MHAR,AdaptiveLasso,Lasso,0.4,0.36,0.32,none
MHAR,AdaptiveLasso,ElasticNet,0.6,0.52,0.44,p05
MHAR,AdaptiveLasso,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,AdaptiveLasso,PostLasso,0.96,0.88,0.84,p01
MHAR,AdaptiveLasso,Bagging,0.92,0.8,0.64,p01
MHAR,AdaptiveLasso,RandomForest,0.96,0.84,0.68,p01
MHAR,AdaptiveLasso,GradientBoosting,0.56,0.48,0.4,p10
MHAR,AdaptiveLasso,NN1_1,0.12,0.12,0.12,none
MHAR,AdaptiveLasso,NN1,0.12,0.08,0.04,none
MHAR,AdaptiveLasso,NN2_1,0.24,0.16,0.12,none
MHAR,AdaptiveLasso,NN2,0.04,0.04,0.04,none
MHAR,AdaptiveLasso,NN3_1,0.08,0.08,0.0,none
MHAR,AdaptiveLasso,NN3,0.04,0.04,0.04,none
MHAR,AdaptiveLasso,NN4_1,0.08,0.08,0.08,none
MHAR,AdaptiveLasso,NN4,0.04,0.04,0.04,none
MHAR,PostLasso,HAR,0.6,0.48,0.4,p10
MHAR,PostLasso,HARX,0.6,0.48,0.4,p10
MHAR,PostLasso,LogHAR,0.88,0.8,0.72,p01
MHAR,PostLasso,LevHAR,1.0,1.0,1.0,p01
MHAR,PostLasso,SHAR,0.84,0.8,0.8,p01
MHAR,PostLasso,HARQ,0.96,0.92,0.92,p01
MHAR,PostLasso,Ridge,0.24,0.12,0.04,none
MHAR,PostLasso,Lasso,0.0,0.0,0.0,none
MHAR,PostLasso,ElasticNet,0.0,0.0,0.0,none
MHAR,PostLasso,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,PostLasso,PostLasso,0.0,0.0,0.0,none
MHAR,PostLasso,Bagging,0.56,0.44,0.16,p10
MHAR,PostLasso,RandomForest,0.6,0.52,0.36,p05
MHAR,PostLasso,GradientBoosting,0.2,0.12,0.08,none
MHAR,PostLasso,NN1_1,0.04,0.04,0.0,none
MHAR,PostLasso,NN1,0.0,0.0,0.0,none
MHAR,PostLasso,NN2_1,0.04,0.04,0.0,none
MHAR,PostLasso,NN2,0.0,0.0,0.0,none
MHAR,PostLasso,NN3_1,0.0,0.0,0.0,none
MHAR,PostLasso,NN3,0.0,0.0,0.0,none
MHAR,PostLasso,NN4_1,0.0,0.0,0.0,none
MHAR,PostLasso,NN4,0.0,0.0,0.0,none
MHAR,Bagging,HAR,0.08,0.04,0.0,none
MHAR,Bagging,HARX,0.08,0.04,0.0,none
MHAR,Bagging,LogHAR,0.36,0.24,0.04,none
MHAR,Bagging,LevHAR,0.92,0.92,0.92,p01
MHAR,Bagging,SHAR,0.56,0.48,0.36,p10
MHAR,Bagging,HARQ,0.68,0.6,0.44,p05
MHAR,Bagging,Ridge,0.04,0.04,0.0,none
MHAR,Bagging,Lasso,0.0,0.0,0.0,none
MHAR,Bagging,ElasticNet,0.0,0.0,0.0,none
MHAR,Bagging,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,Bagging,PostLasso,0.04,0.04,0.0,none
MHAR,Bagging,Bagging,0.0,0.0,0.0,none
MHAR,Bagging,RandomForest,0.12,0.0,0.0,none
MHAR,Bagging,GradientBoosting,0.0,0.0,0.0,none
MHAR,Bagging,NN1_1,0.0,0.0,0.0,none
MHAR,Bagging,NN1,0.0,0.0,0.0,none
MHAR,Bagging,NN2_1,0.0,0.0,0.0,none
MHAR,Bagging,NN2,0.0,0.0,0.0,none
MHAR,Bagging,NN3_1,0.0,0.0,0.0,none
MHAR,Bagging,NN3,0.0,0.0,0.0,none
MHAR,Bagging,NN4_1,0.0,0.0,0.0,none
MHAR,Bagging,NN4,0.0,0.0,0.0,none
MHAR,RandomForest,HAR,0.08,0.08,0.0,none
MHAR,RandomForest,HARX,0.08,0.08,0.0,none
MHAR,RandomForest,LogHAR,0.4,0.16,0.12,none
MHAR,RandomForest,LevHAR,0.92,0.92,0.88,p01
MHAR,RandomForest,SHAR,0.64,0.56,0.48,p05
MHAR,RandomForest,HARQ,0.72,0.68,0.6,p01
MHAR,RandomForest,Ridge,0.08,0.08,0.0,none
MHAR,RandomForest,Lasso,0.0,0.0,0.0,none
MHAR,RandomForest,ElasticNet,0.0,0.0,0.0,none
MHAR,RandomForest,AdaptiveLasso,0.0,0.0,0.0,none
MHAR,RandomForest,PostLasso,0.04,0.04,0.0,none
MHAR,RandomForest,Bagging,0.16,0.04,0.0,none
MHAR,RandomForest,RandomForest,0.0,0.0,0.0,none
MHAR,RandomForest,GradientBoosting,0.0,0.0,0.0,none
MHAR,RandomForest,NN1_1,0.0,0.0,0.0,none
MHAR,RandomForest,NN1,0.0,0.0,0.0,none
MHAR,RandomForest,NN2_1,0.0,0.0,0.0,none
MHAR,RandomForest,NN2,0.0,0.0,0.0,none
MHAR,RandomForest,NN3_1,0.0,0.0,0.0,none
MHAR,RandomForest,NN3,0.0,0.0,0.0,none
MHAR,RandomForest,NN4_1,0.0,0.0,0.0,none
MHAR,RandomForest,NN4,0.0,0.0,0.0,none
MHAR,GradientBoosting,HAR,0.44,0.44,0.32,none
MHAR,GradientBoosting,HARX,0.44,0.44,0.32,none
MHAR,GradientBoosting,LogHAR,0.84,0.72,0.52,p01
MHAR,GradientBoosting,LevHAR,0.96,0.96,0.96,p01
MHAR,GradientBoosting,SHAR,0.84,0.8,0.72,p01
MHAR,GradientBoosting,HARQ,0.92,0.92,0.76,p01
MHAR,GradientBoosting,Ridge,0.44,0.4,0.32,none
MHAR,GradientBoosting,Lasso,0.2,0.2,0.0,none
MHAR,GradientBoosting,ElasticNet,0.2,0.12,0.12,none
MHAR,GradientBoosting,AdaptiveLasso,0.08,0.08,0.0,none
MHAR,GradientBoosting,PostLasso,0.4,0.32,0.32,none
MHAR,GradientBoosting,Bagging,0.64,0.44,0.36,p10
MHAR,GradientBoosting,RandomForest,0.6,0.48,0.4,p10
MHAR,GradientBoosting,GradientBoosting,0.0,0.0,0.0,none
MHAR,GradientBoosting,NN1_1,0.08,0.08,0.04,none
MHAR,GradientBoosting,NN1,0.08,0.04,0.04,none
MHAR,GradientBoosting,NN2_1,0.16,0.16,0.08,none
MHAR,GradientBoosting,NN2,0.08,0.04,0.0,none
MHAR,GradientBoosting,NN3_1,0.04,0.0,0.0,none
MHAR,GradientBoosting,NN3,0.04,0.04,0.04,none
MHAR,GradientBoosting,NN4_1,0.08,0.04,0.0,none
MHAR,GradientBoosting,NN4,0.04,0.04,0.0,none
MHAR,NN1_1,HAR,0.6,0.52,0.24,p05
MHAR,NN1_1,HARX,0.6,0.52,0.24,p05
MHAR,NN1_1,LogHAR,0.96,0.92,0.76,p01
MHAR,NN1_1,LevHAR,1.0,1.0,0.92,p01
MHAR,NN1_1,SHAR,0.88,0.84,0.6,p01
MHAR,NN1_1,HARQ,1.0,0.96,0.72,p01
MHAR,NN1_1,Ridge,0.6,0.44,0.24,p10
MHAR,NN1_1,Lasso,0.4,0.28,0.0,none
MHAR,NN1_1,ElasticNet,0.4,0.32,0.04,none
MHAR,NN1_1,AdaptiveLasso,0.28,0.2,0.0,none
MHAR,NN1_1,PostLasso,0.56,0.44,0.2,p10
MHAR,NN1_1,Bagging,0.88,0.68,0.48,p05
MHAR,NN1_1,RandomForest,0.84,0.68,0.48,p05
MHAR,NN1_1,GradientBoosting,0.48,0.36,0.12,none
MHAR,NN1_1,NN1_1,0.0,0.0,0.0,none
MHAR,NN1_1,NN1,0.24,0.16,0.12,none
MHAR,NN1_1,NN2_1,0.44,0.36,0.24,none
MHAR,NN1_1,NN2,0.12,0.08,0.04,none
MHAR,NN1_1,NN3_1,0.08,0.08,0.04,none
MHAR,NN1_1,NN3,0.0,0.0,0.0,none
MHAR,NN1_1,NN4_1,0.04,0.0,0.0,none
MHAR,NN1_1,NN4,0.0,0.0,0.0,none
MHAR,NN1,HAR,0.76,0.64,0.28,p05
MHAR,NN1,HARX,0.76,0.64,0.28,p05
MHAR,NN1,LogHAR,0.96,0.92,0.72,p01
MHAR,NN1,LevHAR,1.0,1.0,1.0,p01
MHAR,NN1,SHAR,0.92,0.88,0.64,p01
MHAR,NN1,HARQ,1.0,0.92,0.76,p01
MHAR,NN1,Ridge,0.76,0.6,0.24,p05
MHAR,NN1,Lasso,0.48,0.4,0.12,none
MHAR,NN1,ElasticNet,0.52,0.4,0.12,p10
MHAR,NN1,AdaptiveLasso,0.44,0.28,0.08,none
MHAR,NN1,PostLasso,0.76,0.6,0.24,p05
MHAR,NN1,Bagging,0.92,0.68,0.44,p05
MHAR,NN1,RandomForest,0.88,0.8,0.44,p05
MHAR,NN1,GradientBoosting,0.64,0.48,0.2,p10
MHAR,NN1,NN1_1,0.36,0.36,0.2,none
MHAR,NN1,NN1,0.0,0.0,0.0,none
MHAR,NN1,NN2_1,0.44,0.4,0.24,none
MHAR,NN1,NN2,0.16,0.16,0.0,none
MHAR,NN1,NN3_1,0.32,0.2,0.12,none
MHAR,NN1,NN3,0.12,0.08,0.08,none
MHAR,NN1,NN4_1,0.12,0.08,0.0,none
MHAR,NN1,NN4,0.0,0.0,0.0,none
MHAR,NN2_1,HAR,0.4,0.36,0.2,none
MHAR,NN2_1,HARX,0.4,0.36,0.2,none
MHAR,NN2_1,LogHAR,0.88,0.72,0.52,p01
MHAR,NN2_1,LevHAR,0.96,0.96,0.96,p01
MHAR,NN2_1,SHAR,0.84,0.84,0.56,p01
MHAR,NN2_1,HARQ,0.92,0.84,0.6,p01
MHAR,NN2_1,Ridge,0.4,0.32,0.16,none
MHAR,NN2_1,Lasso,0.24,0.2,0.04,none
MHAR,NN2_1,ElasticNet,0.28,0.24,0.08,none
MHAR,NN2_1,AdaptiveLasso,0.24,0.2,0.0,none
MHAR,NN2_1,PostLasso,0.4,0.32,0.2,none
MHAR,NN2_1,Bagging,0.64,0.6,0.28,p05
MHAR,NN2_1,RandomForest,0.64,0.52,0.28,p05
MHAR,NN2_1,GradientBoosting,0.32,0.2,0.08,none
MHAR,NN2_1,NN1_1,0.16,0.12,0.08,none
MHAR,NN2_1,NN1,0.08,0.08,0.04,none
MHAR,NN2_1,NN2_1,0.0,0.0,0.0,none
MHAR,NN2_1,NN2,0.04,0.04,0.0,none
MHAR,NN2_1,NN3_1,0.08,0.08,0.0,none
MHAR,NN2_1,NN3,0.04,0.04,0.0,none
MHAR,NN2_1,NN4_1,0.0,0.0,0.0,none
MHAR,NN2_1,NN4,0.0,0.0,0.0,none
MHAR,NN2,HAR,0.72,0.52,0.24,p05
MHAR,NN2,HARX,0.72,0.52,0.24,p05
MHAR,NN2,LogHAR,0.96,0.96,0.84,p01
MHAR,NN2,LevHAR,1.0,1.0,0.92,p01
MHAR,NN2,SHAR,0.88,0.84,0.64,p01
MHAR,NN2,HARQ,0.96,0.96,0.8,p01
MHAR,NN2,Ridge,0.68,0.56,0.28,p05
MHAR,NN2,Lasso,0.44,0.28,0.04,none
MHAR,NN2,ElasticNet,0.4,0.36,0.12,none
MHAR,NN2,AdaptiveLasso,0.36,0.24,0.04,none
MHAR,NN2,PostLasso,0.68,0.48,0.24,p10
MHAR,NN2,Bagging,0.88,0.84,0.44,p05
MHAR,NN2,RandomForest,0.96,0.84,0.44,p05
MHAR,NN2,GradientBoosting,0.64,0.56,0.16,p05
MHAR,NN2,NN1_1,0.44,0.4,0.32,none
MHAR,NN2,NN1,0.16,0.16,0.08,none
MHAR,NN2,NN2_1,0.52,0.4,0.32,p10
MHAR,NN2,NN2,0.0,0.0,0.0,none
MHAR,NN2,NN3_1,0.2,0.12,0.04,none
MHAR,NN2,NN3,0.24,0.04,0.04,none
MHAR,NN2,NN4_1,0.08,0.08,0.04,none
MHAR,NN2,NN4,0.04,0.0,0.0,none
MHAR,NN3_1,HAR,0.72,0.6,0.2,p05
MHAR,NN3_1,HARX,0.72,0.6,0.2,p05
MHAR,NN3_1,LogHAR,1.0,0.92,0.72,p01
MHAR,NN3_1,LevHAR,1.0,1.0,1.0,p01
MHAR,NN3_1,SHAR,0.84,0.8,0.72,p01
MHAR,NN3_1,HARQ,1.0,1.0,0.84,p01
MHAR,NN3_1,Ridge,0.72,0.52,0.24,p05
MHAR,NN3_1,Lasso,0.36,0.24,0.12,none
MHAR,NN3_1,ElasticNet,0.44,0.32,0.12,none
MHAR,NN3_1,AdaptiveLasso,0.28,0.2,0.12,none
MHAR,NN3_1,PostLasso,0.68,0.48,0.24,p10
MHAR,NN3_1,Bagging,0.92,0.76,0.44,p05
MHAR,NN3_1,RandomForest,0.88,0.8,0.44,p05
MHAR,NN3_1,GradientBoosting,0.56,0.44,0.2,p10
MHAR,NN3_1,NN1_1,0.32,0.28,0.24,none
MHAR,NN3_1,NN1,0.24,0.2,0.2,none
MHAR,NN3_1,NN2_1,0.4,0.36,0.32,none
MHAR,NN3_1,NN2,0.16,0.16,0.04,none
MHAR,NN3_1,NN3_1,0.0,0.0,0.0,none
MHAR,NN3_1,NN3,0.16,0.12,0.04,none
MHAR,NN3_1,NN4_1,0.0,0.0,0.0,none
MHAR,NN3_1,NN4,0.08,0.0,0.0,none
MHAR,NN3,HAR,0.76,0.68,0.36,p05
MHAR,NN3,HARX,0.76,0.68,0.36,p05
MHAR,NN3,LogHAR,1.0,1.0,0.88,p01
MHAR,NN3,LevHAR,1.0,1.0,0.96,p01
MHAR,NN3,SHAR,0.88,0.88,0.72,p01
MHAR,NN3,HARQ,1.0,1.0,0.88,p01
MHAR,NN3,Ridge,0.8,0.64,0.36,p05
MHAR,NN3,Lasso,0.48,0.36,0.08,none
MHAR,NN3,ElasticNet,0.52,0.36,0.16,p10
MHAR,NN3,AdaptiveLasso,0.44,0.32,0.0,none
MHAR,NN3,PostLasso,0.8,0.64,0.36,p05
MHAR,NN3,Bagging,1.0,0.96,0.64,p01
MHAR,NN3,RandomForest,1.0,0.92,0.72,p01
MHAR,NN3,GradientBoosting,0.68,0.52,0.24,p05
MHAR,NN3,NN1_1,0.36,0.32,0.28,none
MHAR,NN3,NN1,0.36,0.36,0.24,none
MHAR,NN3,NN2_1,0.68,0.68,0.4,p05
MHAR,NN3,NN2,0.32,0.28,0.16,none
MHAR,NN3,NN3_1,0.32,0.24,0.12,none
MHAR,NN3,NN3,0.0,0.0,0.0,none
MHAR,NN3,NN4_1,0.24,0.12,0.08,none
MHAR,NN3,NN4,0.0,0.0,0.0,none
MHAR,NN4_1,HAR,0.8,0.64,0.24,p05
MHAR,NN4_1,HARX,0.8,0.64,0.24,p05
MHAR,NN4_1,LogHAR,0.92,0.84,0.72,p01
MHAR,NN4_1,LevHAR,1.0,1.0,0.96,p01
MHAR,NN4_1,SHAR,0.92,0.8,0.56,p01
MHAR,NN4_1,HARQ,1.0,0.96,0.8,p01
MHAR,NN4_1,Ridge,0.8,0.72,0.24,p05
MHAR,NN4_1,Lasso,0.56,0.48,0.12,p10
MHAR,NN4_1,ElasticNet,0.56,0.48,0.12,p10
MHAR,NN4_1,AdaptiveLasso,0.44,0.32,0.12,none
MHAR,NN4_1,PostLasso,0.8,0.64,0.24,p05
MHAR,NN4_1,Bagging,0.84,0.8,0.48,p05
MHAR,NN4_1,RandomForest,0.84,0.8,0.44,p05
MHAR,NN4_1,GradientBoosting,0.72,0.52,0.2,p05
MHAR,NN4_1,NN1_1,0.6,0.36,0.32,p10
MHAR,NN4_1,NN1,0.32,0.28,0.16,none
