date,ticker,ea,source,reported_date,fiscal_date_ending,reported_eps,estimated_eps,surprise,surprise_percentage,aligned_to_trading_day
2012-07-20,GE,1,Alpha Vantage EARNINGS,2012-07-20,2012-06-30,3.04,2.97,0.07,2.3569,False
2012-10-19,GE,1,Alpha Vantage EARNINGS,2012-10-19,2012-09-30,2.88,2.9,-0.02,-0.6897,False
2013-01-18,GE,1,Alpha Vantage EARNINGS,2013-01-18,2012-12-31,3.52,3.45,0.07,2.029,False
2013-04-19,GE,1,Alpha Vantage EARNINGS,2013-04-19,2013-03-31,2.8,2.78,0.02,0.7194,False
2013-07-19,GE,1,Alpha Vantage EARNINGS,2013-07-19,2013-06-30,2.88,2.83,0.05,1.7668,False
2013-10-18,GE,1,Alpha Vantage EARNINGS,2013-10-18,2013-09-30,2.88,2.83,0.05,1.7668,False
2014-01-17,GE,1,Alpha Vantage EARNINGS,2014-01-17,2013-12-31,4.24,4.27,-0.03,-0.7026,False
2014-04-17,GE,1,Alpha Vantage EARNINGS,2014-04-17,2014-03-31,2.64,2.54,0.1,3.937,False
2014-07-18,GE,1,Alpha Vantage EARNINGS,2014-07-18,2014-06-30,3.12,3.15,-0.03,-0.9524,False
2014-10-17,GE,1,Alpha Vantage EARNINGS,2014-10-17,2014-09-30,3.04,2.98,0.06,2.0134,False
2015-01-23,GE,1,Alpha Vantage EARNINGS,2015-01-23,2014-12-31,4.48,4.36,0.12,2.7523,False
2015-04-17,GE,1,Alpha Vantage EARNINGS,2015-04-17,2015-03-31,2.48,2.4,0.08,3.3333,False
2015-07-17,GE,1,Alpha Vantage EARNINGS,2015-07-17,2015-06-30,2.48,2.26,0.22,9.7345,False
2015-10-16,GE,1,Alpha Vantage EARNINGS,2015-10-16,2015-09-30,2.32,2.09,0.23,11.0048,False
2016-01-22,GE,1,Alpha Vantage EARNINGS,2016-01-22,2015-12-31,4.16,3.95,0.21,5.3165,False
2016-04-22,GE,1,Alpha Vantage EARNINGS,2016-04-22,2016-03-31,1.68,1.54,0.14,9.0909,False
2016-07-22,GE,1,Alpha Vantage EARNINGS,2016-07-22,2016-06-30,4.08,3.65,0.43,11.7808,False
2016-10-21,GE,1,Alpha Vantage EARNINGS,2016-10-21,2016-09-30,2.56,2.4,0.16,6.6667,False
2017-01-20,GE,1,Alpha Vantage EARNINGS,2017-01-20,2016-12-31,3.68,3.68,0.0,0.0,False
2017-04-21,GE,1,Alpha Vantage EARNINGS,2017-04-21,2017-03-31,1.68,1.35,0.33,24.4444,False
2017-07-21,GE,1,Alpha Vantage EARNINGS,2017-07-21,2017-06-30,2.24,2.0,0.24,12.0,False
2017-10-20,GE,1,Alpha Vantage EARNINGS,2017-10-20,2017-09-30,2.32,3.95,-1.63,-41.2658,False
2001-03-21,GS,1,Alpha Vantage EARNINGS,2001-03-20,2000-12-31,1.4,1.31,0.09,6.8702,True
2001-06-19,GS,1,Alpha Vantage EARNINGS,2001-06-19,2001-03-31,1.06,1.06,0.0,0.0,False
2001-09-27,GS,1,Alpha Vantage EARNINGS,2001-09-26,2001-06-30,0.87,0.81,0.06,7.4074,True
2001-12-20,GS,1,Alpha Vantage EARNINGS,2001-12-20,2001-09-30,0.93,0.9,0.03,3.3333,False
2002-03-20,GS,1,Alpha Vantage EARNINGS,2002-03-19,2001-12-31,0.98,0.89,0.09,10.1124,True
2002-06-20,GS,1,Alpha Vantage EARNINGS,2002-06-20,2002-03-31,1.06,0.98,0.08,8.1633,False
2002-09-24,GS,1,Alpha Vantage EARNINGS,2002-09-24,2002-06-30,1.0,0.99,0.01,1.0101,False
2002-12-19,GS,1,Alpha Vantage EARNINGS,2002-12-19,2002-09-30,0.98,0.96,0.02,2.0833,False
2003-03-20,GS,1,Alpha Vantage EARNINGS,2003-03-20,2002-12-31,1.29,0.96,0.33,34.375,False
2003-06-25,GS,1,Alpha Vantage EARNINGS,2003-06-25,2003-03-31,1.36,1.19,0.17,14.2857,False
2003-09-23,GS,1,Alpha Vantage EARNINGS,2003-09-23,2003-06-30,1.32,1.23,0.09,7.3171,False
2003-12-18,GS,1,Alpha Vantage EARNINGS,2003-12-18,2003-09-30,1.89,1.54,0.35,22.7273,False
2004-03-23,GS,1,Alpha Vantage EARNINGS,2004-03-23,2003-12-31,2.5,1.62,0.88,54.321,False
2004-06-22,GS,1,Alpha Vantage EARNINGS,2004-06-22,2004-03-31,2.31,1.95,0.36,18.4615,False
2004-09-21,GS,1,Alpha Vantage EARNINGS,2004-09-21,2004-06-30,1.74,1.44,0.3,20.8333,False
2004-12-16,GS,1,Alpha Vantage EARNINGS,2004-12-16,2004-09-30,2.36,2.3,0.06,2.6087,False
2005-03-17,GS,1,Alpha Vantage EARNINGS,2005-03-17,2004-12-31,2.94,2.24,0.7,31.25,False
2005-06-16,GS,1,Alpha Vantage EARNINGS,2005-06-16,2005-03-31,1.71,1.89,-0.18,-9.5238,False
2005-09-20,GS,1,Alpha Vantage EARNINGS,2005-09-20,2005-06-30,3.25,2.36,0.89,37.7119,False
2005-12-15,GS,1,Alpha Vantage EARNINGS,2005-12-15,2005-09-30,3.35,3.49,-0.14,-4.0115,False
2006-03-14,GS,1,Alpha Vantage EARNINGS,2006-03-14,2005-12-31,5.08,3.3,1.78,53.9394,False
2006-06-13,GS,1,Alpha Vantage EARNINGS,2006-06-13,2006-03-31,4.78,4.28,0.5,11.6822,False
2006-09-12,GS,1,Alpha Vantage EARNINGS,2006-09-12,2006-06-30,3.26,2.96,0.3,10.1351,False
2006-12-12,GS,1,Alpha Vantage EARNINGS,2006-12-12,2006-09-30,6.59,5.99,0.6,10.0167,False
2007-03-13,GS,1,Alpha Vantage EARNINGS,2007-03-13,2006-12-31,6.67,4.98,1.69,33.9357,False
2007-06-14,GS,1,Alpha Vantage EARNINGS,2007-06-14,2007-03-31,4.93,4.79,0.14,2.9228,False
2007-09-20,GS,1,Alpha Vantage EARNINGS,2007-09-20,2007-06-30,6.13,4.35,1.78,40.9195,False
2007-12-18,GS,1,Alpha Vantage EARNINGS,2007-12-18,2007-09-30,7.01,6.68,0.33,4.9401,False
2008-03-18,GS,1,Alpha Vantage EARNINGS,2008-03-18,2007-12-31,3.23,2.57,0.66,25.6809,False
2008-06-17,GS,1,Alpha Vantage EARNINGS,2008-06-17,2008-03-31,4.58,3.38,1.2,35.503,False
2008-09-16,GS,1,Alpha Vantage EARNINGS,2008-09-16,2008-06-30,1.81,1.75,0.06,3.4286,False
2008-12-16,GS,1,Alpha Vantage EARNINGS,2008-12-16,2008-09-30,-4.62,-3.92,-0.7,-17.8571,False
2009-04-13,GS,1,Alpha Vantage EARNINGS,2009-04-13,2009-03-31,3.39,1.5,1.89,126.0,False
2009-07-14,GS,1,Alpha Vantage EARNINGS,2009-07-14,2009-06-30,4.93,3.48,1.45,41.6667,False
2009-10-15,GS,1,Alpha Vantage EARNINGS,2009-10-15,2009-09-30,5.25,4.19,1.06,25.2983,False
2010-01-21,GS,1,Alpha Vantage EARNINGS,2010-01-21,2009-12-31,8.2,5.19,3.01,57.9961,False
2010-04-20,GS,1,Alpha Vantage EARNINGS,2010-04-20,2010-03-31,5.59,4.08,1.51,37.0098,False
2010-07-20,GS,1,Alpha Vantage EARNINGS,2010-07-20,2010-06-30,0.78,2.52,-1.74,-69.0476,False
2010-10-19,GS,1,Alpha Vantage EARNINGS,2010-10-19,2010-09-30,2.98,2.41,0.57,23.6515,False
2011-01-19,GS,1,Alpha Vantage EARNINGS,2011-01-19,2010-12-31,3.79,3.82,-0.03,-0.7853,False
2011-04-19,GS,1,Alpha Vantage EARNINGS,2011-04-19,2011-03-31,4.38,3.64,0.74,20.3297,False
2011-07-19,GS,1,Alpha Vantage EARNINGS,2011-07-19,2011-06-30,1.85,2.38,-0.53,-22.2689,False
2011-10-18,GS,1,Alpha Vantage EARNINGS,2011-10-18,2011-09-30,-0.84,-0.1,-0.74,-740.0,False
2012-01-18,GS,1,Alpha Vantage EARNINGS,2012-01-18,2011-12-31,1.84,1.34,0.5,37.3134,False
2012-04-17,GS,1,Alpha Vantage EARNINGS,2012-04-17,2012-03-31,3.92,3.53,0.39,11.0482,False
2012-07-17,GS,1,Alpha Vantage EARNINGS,2012-07-17,2012-06-30,1.78,1.27,0.51,40.1575,False
2012-10-16,GS,1,Alpha Vantage EARNINGS,2012-10-16,2012-09-30,2.85,2.09,0.76,36.3636,False
