Date,Close,High,Low,Open,Volume
,^HSI,^HSI,^HSI,^HSI,^HSI
2001-01-30,15893.0703125,16167.9501953125,15877.23046875,16145.2802734375,0
2001-01-31,16102.349609375,16106.7099609375,15905.509765625,15916.419921875,0
2001-02-01,16163.990234375,16193.169921875,15913.0703125,16055.6396484375,0
2001-02-02,16071.2900390625,16274.669921875,16056.2001953125,16165.4296875,0
2001-02-05,15830.83984375,16013.4599609375,15753.9697265625,16013.4599609375,0
2001-02-06,15913.240234375,15936.48046875,15819.6396484375,15864.4697265625,0
2001-02-07,16049.4697265625,16060.3203125,15871.3798828125,15909.01953125,0
2001-02-08,15909.400390625,15987.5703125,15794.4404296875,15987.5703125,0
2001-02-09,15873.2802734375,15899.240234375,15782.8798828125,15882.9296875,0
2001-02-12,15693.1103515625,15807.6396484375,15586.4599609375,15807.6396484375,0
2001-02-13,15842.7197265625,15915.0595703125,15792.759765625,15801.6904296875,0
2001-02-14,15860.419921875,16021.2197265625,15750.9599609375,15821.7900390625,0
2001-02-15,15756.3701171875,15870.98046875,15714.76953125,15865.4697265625,0
2001-02-16,15630.3095703125,15813.150390625,15544.6201171875,15777.400390625,0
2001-02-19,15490.9599609375,15573.740234375,15458.4296875,15552.9404296875,0
2001-02-20,15527.3603515625,15613.4404296875,15437.509765625,15499.01953125,0
2001-02-21,15351.509765625,15484.349609375,15298.75,15484.349609375,0
2001-02-22,15098.6396484375,15202.16015625,15039.080078125,15202.16015625,0
2001-02-23,15280.5595703125,15302.7001953125,15042.8095703125,15135.2998046875,0
2001-02-26,15230.2197265625,15304.66015625,15177.7998046875,15278.150390625,0
2001-02-27,14834.73046875,15059.169921875,14771.08984375,14933.58984375,0
2001-02-28,14787.8701171875,14842.6904296875,14573.5400390625,14702.9599609375,0
2001-03-01,14360.5595703125,14696.4697265625,14330.5703125,14696.4697265625,0
2001-03-02,13966.4296875,14285.2998046875,13951.4296875,14285.2998046875,0
2001-03-05,14135.259765625,14200.900390625,13908.0703125,14011.2998046875,0
2001-03-06,14321.0498046875,14346.6904296875,14165.66015625,14229.169921875,0
2001-03-07,14177.3603515625,14432.2197265625,14141.41015625,14369.5,0
2001-03-08,14208.9501953125,14247.169921875,13966.9697265625,14177.8603515625,0
2001-03-09,14194.349609375,14288.580078125,14148.73046875,14216.990234375,0
2001-03-12,13776.7197265625,13969.0498046875,13671.990234375,13969.0498046875,0
2001-03-13,13493.0302734375,13517.080078125,13277.51953125,13419.919921875,0
2001-03-14,13330.83984375,13616.6796875,13306.9404296875,13485.75,0
2001-03-15,13504.169921875,13553.2197265625,12947.58984375,13056.9296875,0
2001-03-16,13522.0400390625,13560.3095703125,13321.080078125,13506.73046875,0
2001-03-19,13457.6904296875,13537.75,13308.41015625,13383.8095703125,0
2001-03-20,13223.8603515625,13565.9697265625,13200.5498046875,13516.849609375,0
2001-03-21,13154.4404296875,13243.650390625,12866.400390625,13160.3701171875,0
2001-03-22,12621.849609375,12992.2900390625,12585.76953125,12992.2900390625,0
2001-03-23,12583.3603515625,12705.1201171875,12396.9697265625,12570.4501953125,0
2001-03-26,12950.490234375,12991.8798828125,12678.900390625,12678.900390625,0
2001-03-27,12707.900390625,13056.3203125,12662.5703125,12959.5400390625,0
2001-03-28,12851.41015625,13015.73046875,12779.33984375,12824.2197265625,0
2001-03-29,12677.8896484375,12768.669921875,12523.6103515625,12729.7900390625,0
2001-03-30,12760.6396484375,12802.51953125,12578.3603515625,12689.1103515625,0
2001-04-02,12727.2998046875,12843.900390625,12634.2802734375,12750.3095703125,0
2001-04-03,12584.2197265625,12688.2197265625,12532.5302734375,12688.2197265625,0
2001-04-04,12063.7099609375,12427.7900390625,12062.83984375,12427.7900390625,0
2001-04-06,12386.6103515625,12606.150390625,12374.5302734375,12446.240234375,0
2001-04-09,12202.099609375,12355.6103515625,12061.5498046875,12355.6103515625,0
2001-04-10,12213.669921875,12321.509765625,12110.0,12263.58984375,0
2001-04-11,12706.4296875,12728.599609375,12429.8798828125,12429.8798828125,0
2001-04-12,12989.4697265625,13018.5703125,12769.25,12778.66015625,0
2001-04-17,12606.4501953125,12881.51953125,12597.3603515625,12881.51953125,0
2001-04-18,12972.7998046875,12988.150390625,12761.41015625,12761.41015625,0
2001-04-19,13548.9501953125,13621.7998046875,13425.5595703125,13446.0595703125,0
2001-04-20,13448.1298828125,13570.6904296875,13412.2900390625,13570.6904296875,0
2001-04-23,13311.5,13444.41015625,13282.9599609375,13444.41015625,0
2001-04-24,13274.6103515625,13279.330078125,13157.400390625,13250.8896484375,0
2001-04-25,13249.5498046875,13346.2001953125,13139.08984375,13275.58984375,0
2001-04-26,13293.1103515625,13408.7001953125,13237.1796875,13324.5498046875,0
2001-04-27,13386.0400390625,13391.4697265625,13125.3603515625,13282.33984375,0
2001-05-02,13814.240234375,13841.41015625,13596.26953125,13596.26953125,0
2001-05-03,13718.1396484375,13844.3603515625,13646.2197265625,13768.5703125,0
2001-05-04,13390.990234375,13599.4697265625,13319.3896484375,13599.4697265625,0
2001-05-07,13600.7802734375,13652.150390625,13437.01953125,13464.33984375,0
2001-05-08,13540.8095703125,13599.6298828125,13445.98046875,13599.6298828125,0
2001-05-09,13585.1396484375,13643.490234375,13408.990234375,13527.0,0
2001-05-10,13604.7998046875,13726.4501953125,13462.240234375,13540.8701171875,0
2001-05-11,13636.6103515625,13689.6796875,13579.2099609375,13602.150390625,0
2001-05-14,13259.169921875,13608.83984375,13239.150390625,13608.83984375,0
2001-05-15,13250.08984375,13350.58984375,13209.5498046875,13232.759765625,0
2001-05-16,13335.9501953125,13566.3798828125,13228.919921875,13257.76953125,0
2001-05-17,13637.8701171875,13713.0595703125,13550.7802734375,13550.7802734375,0
2001-05-18,13459.1796875,13631.400390625,13449.0400390625,13631.400390625,0
2001-05-21,13721.26953125,13732.400390625,13465.7197265625,13465.7197265625,0
2001-05-22,13877.9501953125,13929.4697265625,13775.349609375,13775.349609375,0
2001-05-23,13839.099609375,13989.16015625,13798.3203125,13873.2197265625,0
2001-05-24,13810.599609375,13813.259765625,13649.7099609375,13770.009765625,0
2001-05-25,13753.990234375,13956.6904296875,13732.8896484375,13853.5,0
2001-05-28,13739.0703125,13756.8095703125,13674.73046875,13738.0703125,0
2001-05-29,13629.6103515625,13767.4501953125,13506.4501953125,13739.0703125,0
2001-05-30,13420.1298828125,13567.5400390625,13348.400390625,13567.5400390625,0
2001-05-31,13174.41015625,13310.419921875,13091.509765625,13310.419921875,0
2001-06-01,13141.3798828125,13282.8603515625,13121.2099609375,13244.099609375,0
2001-06-04,13207.490234375,13272.099609375,13167.01953125,13167.01953125,0
2001-06-05,13451.8701171875,13482.8896484375,13146.7197265625,13232.2197265625,0
2001-06-06,13576.009765625,13670.830078125,13490.8896484375,13490.8896484375,0
2001-06-07,13703.4296875,13714.650390625,13478.740234375,13537.7001953125,0
2001-06-08,13808.8896484375,13900.6796875,13716.9697265625,13716.9697265625,0
2001-06-11,13675.490234375,13846.330078125,13628.3095703125,13748.4296875,0
2001-06-12,13526.6796875,13628.2099609375,13443.66015625,13628.2099609375,0
2001-06-13,13523.3095703125,13598.1796875,13429.23046875,13515.5400390625,0
2001-06-14,13248.8896484375,13519.240234375,13223.099609375,13511.8203125,0
2001-06-15,13102.5,13135.6904296875,12949.0703125,13132.1396484375,0
2001-06-18,12948.7802734375,13092.76953125,12891.2001953125,13092.76953125,0
2001-06-19,13133.66015625,13149.8896484375,12900.66015625,12980.0595703125,0
2001-06-20,12918.7099609375,13127.830078125,12895.8203125,13127.830078125,0
2001-06-21,13187.4501953125,13253.33984375,12977.400390625,13024.2802734375,0
2001-06-22,13174.01953125,13243.33984375,13126.98046875,13193.1298828125,0
2001-06-26,12961.9697265625,13142.4296875,12942.5595703125,13142.4296875,0
2001-06-27,13004.2099609375,13019.990234375,12890.6201171875,12956.169921875,0
2001-06-28,12827.8203125,12967.6796875,12787.009765625,12967.6796875,0
2001-06-29,13042.5302734375,13088.75,12966.6796875,12966.6796875,0
2001-07-03,13184.75,13198.1904296875,13068.2998046875,13068.2998046875,0
2001-07-04,13207.5302734375,13208.75,13090.4599609375,13201.7802734375,0
2001-07-05,12999.48046875,13236.98046875,12986.58984375,13209.3603515625,0
2001-07-09,12690.6796875,12768.6201171875,12583.330078125,12768.6201171875,257000000
2001-07-10,12713.900390625,12731.9697265625,12634.990234375,12701.1396484375,134400000
2001-07-11,12527.900390625,12625.4501953125,12457.509765625,12625.4501953125,195100000
2001-07-12,12660.2001953125,12693.2998046875,12533.3896484375,12533.3896484375,174800000
2001-07-13,12612.7900390625,12820.849609375,12518.1904296875,12779.7197265625,211200000
2001-07-16,12624.5302734375,12692.08984375,12582.009765625,12663.4599609375,113900000
2001-07-17,12495.25,12591.2900390625,12433.1796875,12591.2900390625,139900000
2001-07-18,12427.1904296875,12554.1904296875,12338.9404296875,12480.91015625,134500000
2001-07-19,12279.8203125,12381.41015625,12191.5703125,12376.4404296875,205000000
2001-07-20,12301.6796875,12359.6201171875,12238.01953125,12305.1201171875,147700000
2001-07-23,12236.4501953125,12257.580078125,12171.9296875,12232.75,166100000
2001-07-24,12214.099609375,12238.7099609375,12137.3203125,12213.9296875,139900000
2001-07-26,12039.8203125,12229.58984375,12003.16015625,12195.9501953125,221000000
2001-07-27,12182.169921875,12191.669921875,12069.5302734375,12069.5302734375,124400000
2001-07-30,12086.66015625,12110.76953125,12007.669921875,12103.5595703125,153100000
2001-07-31,12316.6904296875,12317.1201171875,12125.9599609375,12125.9599609375,227100000
2001-08-01,12478.740234375,12481.8896484375,12277.8798828125,12376.3095703125,243100000
2001-08-02,12466.3701171875,12544.6396484375,12438.5,12493.4296875,194500000
2001-08-03,12269.080078125,12515.5,12256.7802734375,12487.990234375,168700000
2001-08-06,12148.8095703125,12255.5302734375,12091.2099609375,12255.5302734375,141800000
2001-08-07,12007.1904296875,12260.23046875,11924.9599609375,12260.23046875,208400000
2001-08-08,11958.009765625,12082.1796875,11942.7802734375,12035.98046875,178200000
2001-08-09,11716.76953125,11822.259765625,11605.0400390625,11822.259765625,231900000
2001-08-10,11765.8095703125,11794.48046875,11662.8203125,11746.849609375,148600000
2001-08-13,11694.2900390625,11779.8603515625,11624.990234375,11779.4599609375,137200000
2001-08-14,11991.009765625,12007.759765625,11718.1904296875,11718.1904296875,172700000
2001-08-15,12141.6298828125,12156.8798828125,11897.4697265625,12031.08984375,191100000
2001-08-16,11832.4404296875,12195.080078125,11827.01953125,12071.7099609375,422800000
2001-08-17,11754.8095703125,11809.759765625,11643.83984375,11713.400390625,330700000
2001-08-20,11458.7001953125,11573.4599609375,11375.4599609375,11573.4599609375,257000000
2001-08-21,11440.349609375,11512.2802734375,11363.8203125,11495.2099609375,225200000
2001-08-22,11188.5703125,11365.6103515625,11161.509765625,11339.51953125,272500000
2001-08-23,11345.3798828125,11370.080078125,11220.1103515625,11259.01953125,215500000
2001-08-24,11110.2998046875,11372.400390625,11049.4501953125,11372.400390625,241000000
2001-08-27,11234.7197265625,11342.9296875,11212.830078125,11307.1796875,145000000
2001-08-28,11300.5302734375,11372.2900390625,11046.8203125,11213.66015625,179300000
2001-08-29,11242.41015625,11258.26953125,11173.7998046875,11228.8603515625,188300000
2001-08-30,11315.6298828125,11335.16015625,11115.4404296875,11241.6298828125,246500000
2001-08-31,11090.48046875,11229.76953125,11003.9501953125,11204.4697265625,265700000
2001-09-03,10902.6396484375,11071.73046875,10897.83984375,11058.7998046875,185100000
2001-09-04,11136.8603515625,11180.7900390625,10772.099609375,10941.9501953125,303700000
2001-09-05,10943.1396484375,11053.650390625,10859.75,11053.650390625,206600000
2001-09-06,10664.3203125,10932.2197265625,10652.0400390625,10929.2802734375,239100000
2001-09-07,10384.2001953125,10556.1796875,10346.8798828125,10556.1796875,399700000
2001-09-10,10366.3203125,10413.509765625,10177.509765625,10227.4697265625,367200000
2001-09-11,10417.3603515625,10427.2900390625,10272.25,10352.6298828125,0
2001-09-12,9493.6201171875,9704.1796875,9170.240234375,9687.3798828125,0
2001-09-13,9569.2099609375,9700.7998046875,9548.419921875,9565.4697265625,0
2001-09-14,9655.4501953125,9696.4404296875,9478.669921875,9622.8603515625,0
2001-09-17,9319.349609375,9411.650390625,9251.7099609375,9397.240234375,0
2001-09-18,9307.900390625,9608.509765625,9224.0498046875,9509.080078125,0
2001-09-19,9558.150390625,9560.9404296875,9377.5595703125,9402.650390625,333300000
2001-09-20,9317.98046875,9415.099609375,9249.16015625,9415.099609375,285000000
2001-09-21,8934.2001953125,9039.650390625,8894.3603515625,9039.650390625,519900000
2001-09-24,9284.5,9292.26953125,8971.4697265625,8971.4697265625,442200000
2001-09-25,9210.0595703125,9440.26953125,9166.1201171875,9411.349609375,367500000
2001-09-26,9371.75,9416.9501953125,9251.3095703125,9307.759765625,390900000
2001-09-27,9600.7900390625,9602.349609375,9302.0,9387.7998046875,296700000
2001-09-28,9950.7001953125,9959.349609375,9663.080078125,9682.349609375,320800000
2001-10-03,9897.1396484375,10098.6904296875,9883.759765625,9995.2197265625,333200000
2001-10-04,10286.3896484375,10293.6396484375,10082.75,10082.75,358800000
2001-10-05,10277.3798828125,10315.009765625,10120.2802734375,10221.759765625,576200000
2001-10-08,9967.830078125,10153.5595703125,9904.9296875,10153.5595703125,511500000
2001-10-09,10358.9296875,10361.9697265625,10053.8798828125,10053.8798828125,409500000
2001-10-10,10298.240234375,10425.3798828125,10184.599609375,10335.5703125,370700000
2001-10-11,10522.6103515625,10638.580078125,10475.3603515625,10475.3603515625,398500000
2001-10-12,10274.1298828125,10614.6904296875,10243.6796875,10614.6904296875,388500000
2001-10-15,10130.58984375,10232.0703125,10081.2802734375,10195.6396484375,275200000
2001-10-16,10148.490234375,10229.16015625,10056.830078125,10164.6396484375,192800000
2001-10-17,10260.8095703125,10331.8203125,10091.9404296875,10118.1396484375,414800000
2001-10-18,9880.6103515625,10101.900390625,9817.919921875,10101.900390625,365700000
2001-10-19,9825.83984375,9948.0,9801.6298828125,9894.419921875,297200000
2001-10-22,9797.5400390625,9874.3896484375,9758.98046875,9832.1103515625,236600000
2001-10-23,10219.83984375,10224.1201171875,9935.900390625,9935.900390625,344000000
2001-10-24,10243.4599609375,10280.08984375,10158.73046875,10231.3896484375,287400000
2001-10-26,10404.740234375,10475.1904296875,10330.4404296875,10330.4404296875,346800000
2001-10-29,10178.08984375,10406.9296875,10079.0302734375,10406.9296875,294600000
2001-10-30,10076.4296875,10139.7099609375,9927.41015625,10064.0703125,250700000
2001-10-31,10073.9697265625,10091.650390625,9945.5400390625,10025.8203125,222900000
2001-11-01,10158.849609375,10189.5595703125,10107.08984375,10110.919921875,203400000
2001-11-02,10186.0595703125,10333.8798828125,10097.6396484375,10238.099609375,251100000
2001-11-05,10430.7197265625,10434.7802734375,10165.509765625,10202.2998046875,244400000
2001-11-06,10356.0498046875,10556.7197265625,10303.0595703125,10528.169921875,265700000
2001-11-07,10269.7900390625,10454.6904296875,10216.509765625,10419.240234375,257100000
2001-11-08,10538.6201171875,10594.5498046875,10280.8603515625,10295.9599609375,413400000
2001-11-09,10609.25,10716.5498046875,10465.669921875,10516.4599609375,403200000
2001-11-12,10592.4501953125,10699.5400390625,10541.01953125,10618.0703125,239100000
2001-11-13,10662.83984375,10713.6103515625,10462.01953125,10536.58984375,215000000
2001-11-14,10950.0400390625,10954.740234375,10781.7099609375,10781.7099609375,380500000
2001-11-15,11239.3896484375,11280.26953125,10936.7099609375,10958.66015625,755800000
2001-11-16,11287.3701171875,11393.490234375,11170.2998046875,11220.1201171875,404900000
2001-11-19,11360.259765625,11396.3603515625,11292.98046875,11292.98046875,288400000
2001-11-20,11225.7900390625,11501.0400390625,11148.259765625,11347.3095703125,611300000
2001-11-21,11173.919921875,11311.7998046875,11149.509765625,11208.2802734375,363400000
2001-11-22,11253.2998046875,11261.76953125,11114.5400390625,11162.8203125,270400000
2001-11-23,11322.3603515625,11346.330078125,11271.0302734375,11289.33984375,234500000
2001-11-26,11391.9599609375,11525.259765625,11316.740234375,11380.0,338000000
2001-11-27,11261.5400390625,11428.490234375,11216.5302734375,11402.0302734375,269400000
2001-11-28,11066.1904296875,11225.41015625,11012.4697265625,11225.41015625,362400000
2001-11-29,11090.740234375,11120.740234375,10905.0400390625,10974.66015625,350900000
2001-11-30,11279.25,11359.1201171875,11116.33984375,11116.33984375,407000000
2001-12-03,11155.150390625,11257.7099609375,11049.150390625,11253.98046875,357700000
2001-12-04,11427.2802734375,11429.6796875,11076.3203125,11169.259765625,441400000
2001-12-05,11678.4404296875,11706.08984375,11505.1103515625,11505.1103515625,544700000
2001-12-06,11745.83984375,11957.830078125,11672.5498046875,11818.990234375,700300000
2001-12-07,11832.1796875,11848.08984375,11697.08984375,11782.4697265625,309700000
2001-12-10,11784.919921875,11836.2099609375,11709.3701171875,11786.91015625,238000000
2001-12-11,11693.0498046875,11756.5302734375,11633.2197265625,11756.5302734375,226800000
2001-12-12,11847.0595703125,11865.169921875,11592.4697265625,11698.7099609375,321000000
2001-12-13,11529.5400390625,11875.0302734375,11515.1298828125,11803.01953125,349900000
2001-12-14,11466.1103515625,11521.0400390625,11349.509765625,11497.58984375,323400000
2001-12-17,11465.7802734375,11576.3095703125,11361.349609375,11464.3798828125,175400000
2001-12-18,11486.9296875,11599.5703125,11391.330078125,11521.6796875,189500000
2001-12-19,11565.23046875,11597.1298828125,11523.919921875,11523.919921875,147100000
2001-12-20,11601.1396484375,11639.2197265625,11447.73046875,11547.919921875,259900000
2001-12-21,11158.099609375,11500.2900390625,11122.2001953125,11500.2900390625,277000000
2001-12-24,11209.7802734375,11249.900390625,11182.4501953125,11189.51953125,79400000
2001-12-27,11359.5,11415.0400390625,11208.4697265625,11250.0498046875,130000000
2001-12-28,11431.58984375,11432.2900390625,11309.01953125,11359.5,148900000
2001-12-31,11397.2099609375,11451.7900390625,11347.7900390625,11431.58984375,64700000
2002-01-02,11350.849609375,11368.1298828125,11241.6298828125,11368.1298828125,106100000
2002-01-03,11423.51953125,11447.0,11348.7998046875,11348.7998046875,274600000
2002-01-04,11702.150390625,11727.8095703125,11547.009765625,11547.009765625,362600000
2002-01-07,11892.6396484375,11905.5498046875,11687.4296875,11687.4296875,442400000
2002-01-08,11713.7099609375,11806.25,11678.0595703125,11781.1904296875,279500000
2002-01-09,11440.7197265625,11783.7001953125,11369.6298828125,11711.76953125,428700000
2002-01-10,11256.0703125,11361.08984375,11168.8896484375,11361.08984375,354800000
2002-01-11,11166.4599609375,11351.75,11085.4697265625,11278.8603515625,316200000
2002-01-14,11209.4296875,11213.8603515625,11029.2197265625,11081.3798828125,210100000
2002-01-15,11013.58984375,11071.490234375,10965.240234375,11071.490234375,230500000
2002-01-16,10964.08984375,11080.5498046875,10910.75,11035.490234375,194600000
2002-01-17,11013.83984375,11020.2099609375,10808.0,10888.1103515625,221600000
2002-01-18,10972.9599609375,11065.5302734375,10934.009765625,11023.7900390625,373800000
2002-01-21,11000.25,11083.169921875,10941.4697265625,10967.08984375,213200000
2002-01-22,10797.6904296875,10997.900390625,10778.7802734375,10991.400390625,251500000
2002-01-23,10762.1396484375,10793.0703125,10689.0595703125,10750.98046875,225200000
2002-01-24,10741.4599609375,10847.5302734375,10690.6298828125,10796.8095703125,199500000
2002-01-25,10772.9599609375,10842.4697265625,10718.26953125,10789.0,290700000
2002-01-28,10767.4599609375,10891.58984375,10748.099609375,10749.080078125,257600000
2002-01-29,11014.240234375,11041.8203125,10744.1396484375,10774.6103515625,378800000
2002-01-30,10756.9599609375,10895.7001953125,10699.9404296875,10895.7001953125,295200000
2002-01-31,10725.2998046875,10953.5703125,10671.76953125,10797.990234375,267600000
2002-02-01,10691.25,10827.3896484375,10673.66015625,10764.0302734375,192200000
2002-02-04,10721.3203125,10806.6796875,10661.1298828125,10680.3203125,267900000
2002-02-05,10609.1904296875,10636.23046875,10541.2802734375,10627.849609375,292100000
2002-02-06,10592.3896484375,10633.1201171875,10542.2900390625,10590.259765625,238600000
2002-02-07,10409.6796875,10601.2998046875,10393.830078125,10556.2900390625,419400000
2002-02-08,10518.990234375,10526.75,10421.48046875,10441.1904296875,259200000
2002-02-11,10832.740234375,10843.259765625,10596.0595703125,10596.0595703125,184700000
2002-02-15,10961.8798828125,11108.48046875,10914.7099609375,11005.849609375,292400000
2002-02-18,11002.8095703125,11007.0,10867.8203125,10905.490234375,181000000
2002-02-19,10840.490234375,10997.900390625,10794.2001953125,10997.900390625,167300000
2002-02-20,10749.0595703125,10777.3896484375,10685.3798828125,10777.3896484375,193500000
2002-02-21,10788.900390625,10871.099609375,10732.6298828125,10807.9296875,186400000
2002-02-22,10664.9404296875,10730.2099609375,10579.8095703125,10730.2099609375,155800000
2002-02-25,10496.01953125,10683.6396484375,10468.9501953125,10679.0,192000000
2002-02-26,10547.1298828125,10667.5703125,10536.740234375,10581.7900390625,207600000
2002-02-27,10648.7099609375,10757.1103515625,10524.76953125,10541.1904296875,268300000
2002-02-28,10482.5498046875,10677.16015625,10415.650390625,10660.759765625,258700000
2002-03-01,10425.3095703125,10473.01953125,10387.490234375,10453.8798828125,186700000
2002-03-04,10704.1201171875,10720.1201171875,10561.3798828125,10593.76953125,279600000
2002-03-05,10985.83984375,11004.0400390625,10883.2900390625,10883.2900390625,350200000
2002-03-06,11003.0,11040.75,10933.4296875,10954.75,270700000
2002-03-07,11188.0703125,11246.3095703125,11102.3603515625,11102.3603515625,483100000
2002-03-08,11233.23046875,11331.1201171875,11201.2802734375,11201.2802734375,360900000
2002-03-11,11318.8701171875,11334.3095703125,11178.6796875,11234.5302734375,264300000
2002-03-12,11273.8603515625,11381.849609375,11242.23046875,11304.91015625,275700000
2002-03-13,11217.5,11306.8896484375,11185.509765625,11214.849609375,239700000
2002-03-14,11303.7001953125,11333.51953125,11163.1103515625,11202.8603515625,273100000
2002-03-15,11210.25,11363.7099609375,11150.5,11280.990234375,230500000
2002-03-18,11230.6396484375,11317.75,11168.3203125,11224.3203125,240800000
2002-03-19,11222.830078125,11302.3896484375,11195.0703125,11242.25,305400000
2002-03-20,11036.599609375,11176.58984375,10996.3603515625,11136.2998046875,254300000
2002-03-21,10829.73046875,10950.7802734375,10810.900390625,10950.7802734375,345800000
2002-03-22,10863.0703125,10919.4599609375,10811.8798828125,10839.8701171875,211500000
2002-03-25,10836.6396484375,10867.01953125,10785.6201171875,10855.23046875,201900000
2002-03-26,10786.919921875,10792.830078125,10715.0498046875,10781.16015625,180500000
2002-03-27,10987.8798828125,11022.830078125,10819.849609375,10819.849609375,250600000
2002-03-28,11032.919921875,11075.400390625,10972.1103515625,11025.0302734375,214900000
2002-04-02,10878.0400390625,11055.98046875,10816.73046875,11032.3603515625,274300000
2002-04-03,10833.9599609375,10853.8798828125,10783.0,10831.23046875,144400000
2002-04-04,10831.3701171875,10838.2197265625,10747.990234375,10766.5595703125,170800000
2002-04-08,10723.6796875,10856.6396484375,10702.4404296875,10833.16015625,227900000
2002-04-09,10733.6904296875,10791.08984375,10688.6904296875,10711.080078125,144600000
2002-04-10,10643.1396484375,10692.9501953125,10610.759765625,10692.9501953125,201400000
2002-04-11,10744.91015625,10829.0400390625,10720.66015625,10748.4501953125,167100000
2002-04-12,10710.48046875,10717.5498046875,10630.41015625,10653.8203125,159100000
2002-04-15,10727.98046875,10764.48046875,10697.4697265625,10720.41015625,139500000
2002-04-16,10788.5302734375,10797.1396484375,10690.4697265625,10745.2001953125,166400000
2002-04-17,11090.580078125,11090.580078125,10929.0703125,10938.6904296875,352600000
2002-04-18,11217.150390625,11222.3896484375,11070.7998046875,11102.6796875,347400000
2002-04-19,11252.1796875,11285.0498046875,11135.0400390625,11166.5,322100000
2002-04-22,11139.419921875,11301.669921875,11134.169921875,11259.0400390625,271800000
2002-04-23,11345.1796875,11355.1103515625,11102.23046875,11102.23046875,361000000
2002-04-24,11396.5703125,11417.4697265625,11305.650390625,11362.650390625,301600000
2002-04-25,11409.2900390625,11439.58984375,11351.7900390625,11394.0400390625,297900000
2002-04-26,11385.080078125,11461.58984375,11348.8095703125,11449.400390625,269900000
2002-04-29,11361.490234375,11371.1201171875,11260.8798828125,11329.91015625,205000000
2002-04-30,11497.580078125,11497.580078125,11317.66015625,11337.8896484375,229600000
2002-05-02,11780.1103515625,11800.830078125,11577.5703125,11577.5703125,433600000
2002-05-03,11797.2197265625,11863.6201171875,11729.849609375,11855.900390625,450400000
2002-05-06,11736.2001953125,11845.099609375,11671.3798828125,11771.080078125,247900000
2002-05-07,11795.98046875,11813.900390625,11591.259765625,11639.509765625,272500000
2002-05-08,11768.3095703125,11890.7197265625,11699.330078125,11873.25,278500000
2002-05-09,11700.759765625,11962.099609375,11677.5498046875,11957.16015625,336800000
2002-05-10,11645.900390625,11752.9599609375,11630.0400390625,11720.4599609375,201900000
2002-05-13,11733.4296875,11772.9296875,11650.6201171875,11653.5498046875,199700000
