dataset,horizon,ticker,model,scheme,n_test,mse,rmse,mae,r2_oos_vs_mean,har_mse,relative_mse_vs_har
MHAR,5,JNJ,NN3_1,fixed,829,8.299858894933845e-08,0.0002880947568931,5.05986805342548e-05,-0.0103710216795291,1.270985867290511e-07,0.6530252702673628
MHAR,5,JNJ,NN4,fixed,829,8.294199172458247e-08,0.0002879965133896,4.8712645334160435e-05,-0.0096820437520148,1.270985867290511e-07,0.6525799685042785
MHAR,5,JNJ,NN4_1,fixed,829,8.376415451220471e-08,0.0002894203768088,4.9380034657374265e-05,-0.0196905205976132,1.270985867290511e-07,0.6590486697603746
MHAR,5,JNJ,PostLasso,rolling,829,1.2614252358695226e-07,0.0003551654876067,7.754166768547833e-05,-0.5355773157972337,1.270985867290511e-07,0.9924777830603502
MHAR,5,JNJ,RandomForest,rolling,829,8.583412251466049e-08,0.0002929746106997,5.864844865629694e-05,-0.0448889692936718,1.270985867290511e-07,0.6753349877732454
MHAR,5,JNJ,Ridge,rolling,829,1.2245767928692436e-07,0.0003499395366158,6.773323642614134e-05,-0.4907204098271611,1.270985867290511e-07,0.9634857667456193
MHAR,5,JNJ,SHAR,rolling,829,1.295913490199613e-07,0.0003599879845494,7.413503317846377e-05,-0.5775610810690823,1.270985867290511e-07,1.0196128246195553
MHAR,5,JPM,AdaptiveLasso,rolling,840,1.846223419317322e-08,0.0001358758042963,8.784906788628442e-05,-0.326339581965513,1.7152218730230654e-08,1.076375860379723
MHAR,5,JPM,Bagging,rolling,840,1.9615603486806965e-08,0.000140055715652,6.05127869739994e-05,-0.4091984240083517,1.7152218730230654e-08,1.143619014852849
MHAR,5,JPM,ElasticNet,rolling,840,1.8050527428403164e-08,0.0001343522512963,8.44622330729231e-05,-0.296762285276285,1.7152218730230654e-08,1.052372740360945
MHAR,5,JPM,GradientBoosting,rolling,840,1.829997682918389e-08,0.0001352774069428,6.419688072866789e-05,-0.3146829015186776,1.7152218730230654e-08,1.0669160134327296
MHAR,5,JPM,HAR,rolling,840,1.7152218730230654e-08,0.0001309664794145,7.802293163828974e-05,-0.2322271715547466,1.7152218730230654e-08,1.0
MHAR,5,JPM,HARQ,rolling,840,2.054206621199342e-08,0.0001433250369335,5.951152836152294e-05,-0.4757561423631979,1.7152218730230654e-08,1.1976331770879407
MHAR,5,JPM,HARX,rolling,840,1.7152218730230654e-08,0.0001309664794145,7.802293163828974e-05,-0.2322271715547466,1.7152218730230654e-08,1.0
MHAR,5,JPM,Lasso,rolling,840,1.846409290792869e-08,0.0001358826438804,8.789242391811977e-05,-0.3264731133098757,1.7152218730230654e-08,1.0764842262293368
MHAR,5,JPM,LevHAR,rolling,839,2.5363711538134684e-08,0.000159259886783,8.134984680094064e-05,-0.82070879687077,1.7152218730230654e-08,1.4787423094967496
MHAR,5,JPM,LogHAR,rolling,840,1.3823946576184864e-08,0.0001175752804639,5.227693729026978e-05,0.0068781854283682,1.7152218730230654e-08,0.805956756592677
MHAR,5,JPM,NN1,fixed,840,1.303631307624512e-08,0.0001141766748344,5.274270252502443e-05,0.063462316911133,1.7152218730230654e-08,0.760036545783358
MHAR,5,JPM,NN1_1,fixed,840,1.2809254059538368e-08,0.0001131779751521,5.1610374836437655e-05,0.079774392586768,1.7152218730230654e-08,0.7467986655838381
MHAR,5,JPM,NN2,fixed,840,1.2645964307033081e-08,0.0001124542765173,4.795212769863224e-05,0.0915052405335024,1.7152218730230654e-08,0.7372786288426152
MHAR,5,JPM,NN2_1,fixed,840,1.3477894413654725e-08,0.0001160943341152,4.572540433846537e-05,0.0317388104094011,1.7152218730230654e-08,0.7857813980590184
MHAR,5,JPM,NN3,fixed,840,1.2965697264544456e-08,0.0001138670157005,5.300971768919787e-05,0.0685354053137191,1.7152218730230654e-08,0.7559195383680896
MHAR,5,JPM,NN3_1,fixed,840,1.2715994835157348e-08,0.0001127652199712,5.081665821406106e-05,0.0864741993049433,1.7152218730230654e-08,0.7413615133501944
MHAR,5,JPM,NN4,fixed,840,1.2731467140754666e-08,0.000112833803183,5.059647492952166e-05,0.0853626582464091,1.7152218730230654e-08,0.7422635719025407
MHAR,5,JPM,NN4_1,fixed,840,1.3089509019152996e-08,0.0001144093921806,4.814656919126587e-05,0.0596406838443841,1.7152218730230654e-08,0.7631379487997572
MHAR,5,JPM,PostLasso,rolling,840,1.8050414621335843e-08,0.0001343518314774,8.446125088601885e-05,-0.296754181139107,1.7152218730230654e-08,1.0523661635402377
MHAR,5,JPM,RandomForest,rolling,840,1.6665775451952124e-08,0.0001290959931676,5.667815863388334e-05,-0.1972807524154829,1.7152218730230654e-08,0.9716396294887972
MHAR,5,JPM,Ridge,rolling,840,1.8050414659636697e-08,0.0001343518316199,8.446125121950736e-05,-0.2967541838906666,1.7152218730230654e-08,1.0523661657732346
MHAR,5,JPM,SHAR,rolling,840,1.6019644420085057e-08,0.0001265687339752,7.542466896338221e-05,-0.1508622554050613,1.7152218730230654e-08,0.9339692241593536
MHAR,5,KO,AdaptiveLasso,rolling,825,3.007618239403069e-09,5.48417563486352e-05,3.273549623768779e-05,-0.0536132009854091,2.8738839034378412e-09,1.0465343557564206
MHAR,5,KO,Bagging,rolling,825,3.0411760958031404e-09,5.514685934668575e-05,2.7468638103877218e-05,-0.0653690149503176,2.8738839034378412e-09,1.0582111866680413
MHAR,5,KO,ElasticNet,rolling,825,3.0542871178198263e-09,5.526560519726376e-05,3.213372056606918e-05,-0.0699620000885952,2.8738839034378412e-09,1.0627733132038426
MHAR,5,KO,GradientBoosting,rolling,825,3.0523705372831743e-09,5.524826275353076e-05,2.9220395018951233e-05,-0.0692905935491237,2.8738839034378412e-09,1.062106417601567
MHAR,5,KO,HAR,rolling,825,2.8738839034378412e-09,5.360861780943286e-05,2.7904295239661728e-05,-0.0067640829849986,2.8738839034378412e-09,1.0
MHAR,5,KO,HARQ,rolling,825,3.259395789514389e-09,5.70911183067418e-05,2.735978236948752e-05,-0.141814604685402,2.8738839034378412e-09,1.1341431661924075
MHAR,5,KO,HARX,rolling,825,2.8738839034378412e-09,5.360861780943286e-05,2.7904295239661728e-05,-0.0067640829849986,2.8738839034378412e-09,1.0
MHAR,5,KO,Lasso,rolling,825,3.0163880496556012e-09,5.492165374108469e-05,3.3008041908486114e-05,-0.0566853953653845,2.8738839034378412e-09,1.049585909175834
MHAR,5,KO,LevHAR,rolling,825,2.8505217630762e-09,5.339027779545824e-05,2.732094299549909e-05,0.0014200206907339,2.8738839034378412e-09,0.9918708823506424
MHAR,5,KO,LogHAR,rolling,825,2.653578070066136e-09,5.151289227044174e-05,2.5908061161887773e-05,0.0704123123611706,2.8738839034378412e-09,0.9233421248825786
MHAR,5,KO,NN1,fixed,825,2.6197104198737446e-09,5.118310678215757e-05,2.8064102550119043e-05,0.0822766516784312,2.8738839034378412e-09,0.9115574977611148
MHAR,5,KO,NN1_1,fixed,825,2.6397021384574574e-09,5.1378031671692695e-05,2.9310293585647216e-05,0.0752732566550103,2.8738839034378412e-09,0.918513839511663
MHAR,5,KO,NN2,fixed,825,2.691760646614311e-09,5.188218043427157e-05,2.9748522570924884e-05,0.0570363904533498,2.8738839034378412e-09,0.93662817881903
MHAR,5,KO,NN2_1,fixed,825,2.384865654713113e-09,4.883508630803383e-05,2.3441788087035207e-05,0.1645462500981658,2.8738839034378412e-09,0.8298406389556142
MHAR,5,KO,NN3,fixed,825,3.032491081539902e-09,5.5068058632386e-05,2.940190677421175e-05,-0.0623265258609075,2.8738839034378412e-09,1.0551891389601122
MHAR,5,KO,NN3_1,fixed,825,2.512563655186781e-09,5.012547910181788e-05,2.6827291788275595e-05,0.119811749796292,2.8738839034378412e-09,0.8742745843633988
MHAR,5,KO,NN4,fixed,825,2.623944583007081e-09,5.122445297909077e-05,2.8257704455236377e-05,0.080793361640499,2.8738839034378412e-09,0.9130308221108816
MHAR,5,KO,NN4_1,fixed,825,2.767628725910785e-09,5.260825720275083e-05,2.803377519019654e-05,0.0304586789496326,2.8738839034378412e-09,0.9630273243119004
MHAR,5,KO,PostLasso,rolling,825,2.8922031165703833e-09,5.3779207102470225e-05,2.8395916203496075e-05,-0.0131815745852432,2.8738839034378412e-09,1.006374374800119
MHAR,5,KO,RandomForest,rolling,825,2.9096390391853902e-09,5.3941070059699325e-05,2.7090399364692883e-05,-0.0192896364389234,2.8738839034378412e-09,1.0124413987999925
MHAR,5,KO,Ridge,rolling,825,2.8920787164472583e-09,5.37780505080582e-05,2.8441504254736658e-05,-0.0131379953802057,2.8738839034378412e-09,1.0063310883879657
MHAR,5,KO,SHAR,rolling,825,2.89550515492869e-09,5.380989829881385e-05,2.7890501814453864e-05,-0.0143383275131554,2.8738839034378412e-09,1.0075233559243588
MHAR,5,MCD,AdaptiveLasso,rolling,835,5.484309002847629e-09,7.405612063055714e-05,4.191769071422869e-05,-0.1037415872055604,5.277361662935502e-09,1.0392141666858994
MHAR,5,MCD,Bagging,rolling,835,5.848835198020724e-09,7.647767777607217e-05,3.514010622948242e-05,-0.1771041058071649,5.277361662935502e-09,1.1082877338308748
MHAR,5,MCD,ElasticNet,rolling,835,5.6830347255849964e-09,7.538590535096727e-05,4.429741994928469e-05,-0.1437360230622606,5.277361662935502e-09,1.07687043044608
MHAR,5,MCD,GradientBoosting,rolling,835,6.468283313817898e-09,8.042563841100608e-05,4.6883885452106274e-05,-0.3017707951141426,5.277361662935502e-09,1.2256661049491069
MHAR,5,MCD,HAR,rolling,835,5.277361662935502e-09,7.264545177046875e-05,3.788937560713759e-05,-0.0620925143134278,5.277361662935502e-09,1.0
