dataset,horizon,model,single_best_model,ticker,selected_seed,selected_seed_val_mse,rows,source_checkpoint
PARTIAL_MALL,22,NN3,NN3_single_best,WMT,77,2.5676752169899584e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN3\WMT\seed_77.csv
PARTIAL_MALL,22,NN3,NN3_single_best,XOM,80,2.477516113494425e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN3\XOM\seed_80.csv
PARTIAL_MALL,22,NN4,NN4_single_best,AAPL,90,4.330415603860007e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\AAPL\seed_90.csv
PARTIAL_MALL,22,NN4,NN4_single_best,AXP,88,7.847850297490782e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\AXP\seed_88.csv
PARTIAL_MALL,22,NN4,NN4_single_best,BA,83,1.895742889569537e-09,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\BA\seed_83.csv
PARTIAL_MALL,22,NN4,NN4_single_best,CAT,71,7.563823036032267e-10,823,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\CAT\seed_71.csv
PARTIAL_MALL,22,NN4,NN4_single_best,CSCO,60,6.694696520502842e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\CSCO\seed_60.csv
PARTIAL_MALL,22,NN4,NN4_single_best,DIS,53,5.008790684930865e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\DIS\seed_53.csv
PARTIAL_MALL,22,NN4,NN4_single_best,GE,49,5.345788139587478e-10,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\GE\seed_49.csv
PARTIAL_MALL,22,NN4,NN4_single_best,GS,51,2.331109887707537e-09,818,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\GS\seed_51.csv
PARTIAL_MALL,22,NN4,NN4_single_best,HD,68,4.787960705541697e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\HD\seed_68.csv
PARTIAL_MALL,22,NN4,NN4_single_best,IBM,84,2.484256120471821e-10,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\IBM\seed_84.csv
PARTIAL_MALL,22,NN4,NN4_single_best,INTC,53,9.93824491430245e-10,836,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\INTC\seed_53.csv
PARTIAL_MALL,22,NN4,NN4_single_best,JNJ,81,3.8757537554194376e-10,825,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\JNJ\seed_81.csv
PARTIAL_MALL,22,NN4,NN4_single_best,JPM,90,1.183127890291542e-09,837,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\JPM\seed_90.csv
PARTIAL_MALL,22,NN4,NN4_single_best,KO,70,5.66477305838584e-10,822,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\KO\seed_70.csv
PARTIAL_MALL,22,NN4,NN4_single_best,MCD,69,1.2776064545735758e-10,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\MCD\seed_69.csv
PARTIAL_MALL,22,NN4,NN4_single_best,MMM,57,3.313883010014374e-10,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\MMM\seed_57.csv
PARTIAL_MALL,22,NN4,NN4_single_best,MRK,91,1.0892340105017535e-09,830,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\MRK\seed_91.csv
PARTIAL_MALL,22,NN4,NN4_single_best,MSFT,88,1.1274729073281394e-09,838,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\MSFT\seed_88.csv
PARTIAL_MALL,22,NN4,NN4_single_best,NKE,65,5.005677766049598e-10,799,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\NKE\seed_65.csv
PARTIAL_MALL,22,NN4,NN4_single_best,PFE,75,1.601619383588405e-09,827,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\PFE\seed_75.csv
PARTIAL_MALL,22,NN4,NN4_single_best,PG,64,4.971471825233433e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\PG\seed_64.csv
PARTIAL_MALL,22,NN4,NN4_single_best,UNH,42,1.2326673834091926e-09,797,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\UNH\seed_42.csv
PARTIAL_MALL,22,NN4,NN4_single_best,VZ,43,5.934049533962226e-10,832,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\VZ\seed_43.csv
PARTIAL_MALL,22,NN4,NN4_single_best,WMT,71,2.7563282300136737e-10,831,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\WMT\seed_71.csv
PARTIAL_MALL,22,NN4,NN4_single_best,XOM,80,2.452174505118839e-10,833,C:\Users\celia\Desktop\h22_added\h22_transfer_package_20260523_152155\h22_transfer_package_20260523\outputs_h22_nn_tasks_20260523\nn_seed_predictions\PARTIAL_MALL\h22\NN4\XOM\seed_80.csv
