dataset,horizon,ticker,HAR,HARX,LogHAR,LevHAR,SHAR,HARQ,Ridge,Lasso,ElasticNet,AdaptiveLasso,PostLasso,Bagging,RandomForest,GradientBoosting,NN1_1,NN1,NN2_1,NN2,NN3_1,NN3,NN4_1,NN4
PARTIAL_MALL,22,GE,1.0,1.7618053871423898,0.7712798868540256,2.174543633353729,1.7598222778583466,1.7444614871855795,1.8358088595947932,1.9135287818110407,1.5976262278734992,1.9331267144468323,1.9477027666880884,0.9112659181452636,0.7638766020404556,0.7996208806694253,0.6243502080717716,0.6393435168903135,0.6854843638121603,0.8131254233423386,0.7198990085518567,0.6862408379077771,0.6817420027324622,0.6881521240106669
PARTIAL_MALL,22,GS,1.0,3.4658547230291274,0.5868248435796284,4.021916338608516,3.447008635346591,3.339948819699142,3.8527560947493233,3.478093113468835,2.4072512214820123,3.5810874434695177,3.5401711782139103,0.8740355901770941,0.7645299875224989,0.8345938393722181,0.430719868510208,0.42347951392730826,0.6497236691476241,0.49918023611164997,0.47734171165360106,0.47596830350545094,0.5003861960036604,0.4751105336842412
PARTIAL_MALL,22,HD,1.0,1.1500278409560023,0.6829276120015557,1.0441883933255862,1.1444225821212528,0.9591483413161519,1.1810664561382949,1.3192997362691328,1.308437495098665,1.4355910334863358,1.1417000301773266,0.8448919227631445,0.7915117962464941,1.6231809507372637,0.5366407976946362,1.020244412645873,0.5415843233193788,1.566328212130477,0.5401627868927078,0.5437037565879427,0.541160617741943,0.5409253078080464
PARTIAL_MALL,22,IBM,1.0,1.529331928238981,0.7518319368975994,1.7229278558157513,1.51882335225918,1.5693696398321464,1.5770664702488335,1.4339393625684387,1.1447392293161351,1.4051575744749167,1.3962165949670822,0.9762064950090772,0.8913541659488334,1.174975314918168,0.9014978234615173,0.8082744625274659,0.8482242292450801,0.8489198775255069,0.862965222216916,0.8419234739066195,0.8581762033327025,0.8598723594582067
PARTIAL_MALL,22,INTC,1.0,1.2936413151160124,0.8356262566983413,1.3804822598548796,1.2535402839413174,1.3337681916460395,1.3701950441625106,1.4757958639417859,1.3812973923527427,1.3993048286755423,1.4184237453590969,0.790582138208132,0.8765476054709621,1.1412086439177274,0.8462954893420366,0.6594201760092551,0.8414309284955875,0.8465590896236319,0.8680852659449569,0.8701358028932774,0.8794399764367923,0.8770142264736343
PARTIAL_MALL,22,JNJ,1.0,0.8011830370504647,0.5784789520928426,0.7147019532746366,0.8104684998001798,0.5822055919352871,0.8421088772137917,0.47906254952625105,0.48251820056403694,0.47777062162635603,0.6334599205174811,0.6046415756098151,0.544785748933694,0.48703575756859535,0.49695939112776444,0.5144216727454358,5.688932325580041,0.5026594692479897,0.5002358683386475,0.4965577353947349,0.5014261912967053,0.49978100756947025
PARTIAL_MALL,22,JPM,1.0,3.824752144559807,0.6729245031374925,3.7727661259568808,3.7926933448018207,3.3992834105943768,4.235184766442978,4.590937391515149,2.9380282340617447,4.580313163780853,4.4927799732735405,1.151962619809206,0.8251307837830927,1.0027150498884072,0.4530027855039847,0.3835458833889064,0.4449837322533431,0.45843916993462974,0.45624323662285465,0.4579360594459153,0.4630853625814201,0.45929608814407064
PARTIAL_MALL,22,KO,1.0,1.4069798857143196,0.8329084684058409,1.4036936943251588,1.4058961253986995,1.4153369537895262,1.449519026726937,1.5921814974759858,1.3589659658656608,1.6262808173411276,1.4009887718689873,0.9229530565443489,0.8951469780401904,1.1614215733350797,0.8472439542183487,0.8355442406435512,0.7904935937319464,0.8108865286545213,0.8818050415947918,0.8462821665957059,0.8836061537982586,0.8659128848233364
PARTIAL_MALL,22,MCD,1.0,1.3545271771226788,0.8669376890093132,1.4527647215047366,1.3322709276591003,1.4236864276167216,1.4582197588250891,1.6291425850957029,1.4635056410373801,1.3989808012164329,1.3744157818401213,1.2182842188938454,1.0232009419413943,1.7580323265737219,0.8329435312740477,0.7933164962958392,0.9015561513038485,1.6564533663541647,0.9681826719174604,0.9449230941751603,0.9256275703950697,0.9532937568354573
PARTIAL_MALL,22,MMM,1.0,1.2295724000608936,0.7520557242206171,1.2486221932301123,1.250370160712354,1.3224109588528097,1.2677992496904398,1.3505699442723615,1.227907942226692,1.5289062822407333,1.3274534958323503,0.7247719913336146,0.7433889572655686,0.9642340683536179,0.6361829787650113,0.5443634333685976,0.6261420714288302,0.646549147523458,0.6432472539594072,0.6307523697481291,0.6283045583909749,0.6440483087968131
PARTIAL_MALL,22,MRK,1.0,1.4164482897960557,0.8724922473104099,1.4432333787789613,1.4534037994150617,1.4744979029297693,1.5412700962079418,1.628381298567633,1.5055821842168176,1.5618058074540386,1.588928589916024,2.196181202078769,0.9918763375995548,1.1613690803433803,0.8545552370904677,0.7415702765855108,0.8723574053918685,0.8429812361148893,0.822313653497314,0.8469250509400672,0.8474872326397718,0.8543025214932684
PARTIAL_MALL,22,MSFT,1.0,1.0673125551999865,0.7314469022965244,1.0694265943123467,1.0449475746623393,1.042253403534886,1.068455155344993,1.2128190708849946,1.0228934694007792,1.2997101783122267,1.0705283195029123,0.8055191511318592,0.8046280203647622,1.161296548348729,0.8719430532282351,0.9025126834238469,0.9135622449939194,0.9415999946118387,0.9009204478080994,0.9216306363804627,0.9250484500499491,0.925388002892512
PARTIAL_MALL,22,NKE,1.0,0.9821108716932259,0.751942393422817,0.9911572198830128,0.9691740624514046,1.116285018302914,0.978590615634006,0.9852879663587889,1.0107537054887197,0.9906939870894774,0.9921615361582672,0.9023101679609373,0.7731463387636743,0.9108747744668775,0.8754873324508832,0.8379775921980934,0.954586411270092,0.9206940482109309,0.933641917721822,0.9019731408030327,0.910934523105335,0.9042855157326263
PARTIAL_MALL,22,PFE,1.0,1.0952948645355387,0.8508820090613849,1.10292901863634,1.0952507459307104,1.1730941658895948,1.147267786939451,1.2330309865035656,1.1432242711569411,1.2643645180191387,1.1627942232205537,0.7613327959534621,0.800355950899952,0.9355378178913728,0.9280176229113217,1.0503153998505084,1.0777868208063244,1.0703773900417066,1.0851837590591118,1.0836059806313358,1.0921456683775017,1.1063845331035433
PARTIAL_MALL,22,PG,1.0,0.999106651556493,0.6536371379430641,1.0007056511766246,0.9844934287404723,0.897131629026478,0.9890295981729607,1.0502864933678402,0.9037014787005047,1.049954364682037,1.086667142109553,0.6197442241063175,0.6652395458551925,0.9400831760044466,0.5792877240750204,0.570767456759232,0.5501537003088035,0.5812855015624279,0.6051684055099189,0.5773451944203711,0.5865940344731676,0.5860976023973393
PARTIAL_MALL,22,UNH,1.0,0.8537501451235016,0.5791591672633495,0.8514884578947843,0.9099486858287791,0.6940221252825437,0.859037898718754,0.9137932173887281,0.9815727825195544,0.9598667697484115,0.9120192619969284,0.5471152026067064,0.5980726992092329,0.7352233564143663,0.5614275536381012,0.8512480676139825,0.5618321376346493,2.0858633893584795,0.5579109286280697,0.5545095608132572,0.5557838416222947,0.5538084218687163
PARTIAL_MALL,22,VZ,1.0,1.4755020086099782,0.7886607329627549,1.601551586332521,1.4882946592738755,1.4178182251524705,1.557830426034613,1.6442314553729458,1.5521251483222593,1.712121159835747,1.5597617866784725,3.156717484638723,1.1849134426436085,1.6169226992239554,0.5234100259804483,0.5126936662950466,0.5478703279329085,0.5296464842487821,0.5641215455321064,0.5173196976793972,0.5260037864792428,0.5165557495419077
PARTIAL_MALL,22,WMT,1.0,1.1622025358319215,0.7128361418176752,1.2239404571473569,1.5307290932235094,1.0304955176207378,1.1972638653168883,1.2434139810156148,0.9799984162481425,1.3765118858153278,1.1756075935022408,1.7561693559231637,1.0914639949792624,1.6604366968583288,0.7174538977635266,0.8357633860888506,29.812680573576863,0.8874702759976008,0.7590754296081988,0.7371860043279022,0.7809279040338257,0.7537396023270146
PARTIAL_MALL,22,XOM,1.0,1.4101888639392937,0.8184054341247208,1.3609939278391106,1.3981492022381856,1.5113901901924394,1.4360815038777734,1.284673953933437,1.103065458465276,1.2641734019497501,1.2024690553576616,0.8897549442148098,0.8590773706438836,0.9577390992752399,1.5242098038850105,1.429751947366451,1.646303591984724,1.5867503616670615,1.5606094894134999,1.5943222540523696,1.5702474796205197,1.6038077138603577
