dataset,horizon,ticker,model,scheme,n_test,mse,rmse,mae,r2_oos_vs_mean,har_mse,relative_mse_vs_har
PARTIAL_MALL,5,JPM,NN3,fixed,840,2.1884770618727928e-08,0.00014793502160992145,0.00010585614135225822,-0.5722169489426108,1.715221873023062e-08,1.275914851771114
PARTIAL_MALL,5,JPM,NN3_1,fixed,840,1.7822326838736796e-08,0.00013350028778522088,8.389558934510818e-05,-0.2803681982153434,1.715221873023062e-08,1.0390683047508666
PARTIAL_MALL,5,JPM,NN4,fixed,840,2.158488129093427e-08,0.00014691794067075086,0.00010442678507380442,-0.5506726937078439,1.715221873023062e-08,1.2584308555307264
PARTIAL_MALL,5,JPM,NN4_1,fixed,840,1.9760865828373653e-08,0.00014057334679224811,9.666706612711465e-05,-0.41963417037431094,1.715221873023062e-08,1.1520880265796352
PARTIAL_MALL,5,JPM,PostLasso,rolling,840,3.1779228137366645e-08,0.00017826729407652612,0.00012021033832783248,-1.2830415713439147,1.715221873023062e-08,1.8527765204717253
PARTIAL_MALL,5,JPM,RandomForest,rolling,840,1.730649833447011e-08,0.00013155416502137098,5.440506528578978e-05,-0.24331072426303302,1.715221873023062e-08,1.0089947316242867
PARTIAL_MALL,5,JPM,Ridge,rolling,840,3.5367118180349606e-08,0.00018806147447138026,0.00012679135696058415,-1.5407980557410141,1.715221873023062e-08,2.061955875015481
PARTIAL_MALL,5,JPM,SHAR,rolling,840,3.32373348916419e-08,0.00018231109371522595,0.00012199543565695988,-1.387792961814395,1.715221873023062e-08,1.9377863245797708
PARTIAL_MALL,5,MSFT,AdaptiveLasso,rolling,841,1.5042392377024757e-08,0.00012264743118803898,6.072470457071522e-05,-0.07905378570111599,1.3800230658212581e-08,1.0900102142910895
PARTIAL_MALL,5,MSFT,Bagging,rolling,841,1.4035177143350866e-08,0.00011847015296415746,5.135249843216758e-05,-0.006802019913404678,1.3800230658212581e-08,1.0170248230596397
PARTIAL_MALL,5,MSFT,ElasticNet,rolling,841,1.2261018560448414e-08,0.000110729483699909,5.9119750644055954e-05,0.12046580340431612,1.3800230658212581e-08,0.8884647557069508
PARTIAL_MALL,5,MSFT,GradientBoosting,rolling,841,1.5059696876569158e-08,0.00012271795661829266,6.454769514193821e-05,-0.08029510990507505,1.3800230658212581e-08,1.0912641425748244
PARTIAL_MALL,5,MSFT,HAR,rolling,841,1.3800230658212581e-08,0.00011747438298715419,5.353265021418364e-05,0.010051675155263728,1.3800230658212581e-08,1.0
PARTIAL_MALL,5,MSFT,HARQ,rolling,841,1.3383537905857184e-08,0.00011568724175922419,5.062110408482229e-05,0.03994279091887476,1.3800230658212581e-08,0.9698053777016096
PARTIAL_MALL,5,MSFT,HARX,rolling,841,1.3500572328727679e-08,0.00011619196327082041,5.064517246313124e-05,0.03154742175880432,1.3800230658212581e-08,0.9782859912340252
PARTIAL_MALL,5,MSFT,Lasso,rolling,841,1.3528339863707723e-08,0.00011631139180539335,6.215359713818997e-05,0.029555540215708276,1.3800230658212581e-08,0.9802980978188901
PARTIAL_MALL,5,MSFT,LevHAR,rolling,840,1.3419851751021623e-08,0.00011584408379810176,5.0830681974842354e-05,0.03813030305734699,1.3800230658212581e-08,0.9724367717749274
PARTIAL_MALL,5,MSFT,LogHAR,rolling,841,1.1224085710954097e-08,0.00010594378561744005,4.72318074536104e-05,0.19484933819853334,1.3800230658212581e-08,0.8133259500466822
PARTIAL_MALL,5,MSFT,NN1,fixed,841,1.2548753563034067e-08,0.00011202121925347031,6.269544419364517e-05,0.09982536696064326,1.3800230658212581e-08,0.90931476971845
PARTIAL_MALL,5,MSFT,NN1_1,fixed,841,1.2816464840617387e-08,0.0001132098266080175,6.410071133899431e-05,0.08062131614806223,1.3800230658212581e-08,0.9287138134166076
PARTIAL_MALL,5,MSFT,NN2,fixed,841,1.243687825721154e-08,0.00011152075258538896,5.70907284982414e-05,0.10785065105432567,1.3800230658212581e-08,0.9012079989989368
PARTIAL_MALL,5,MSFT,NN2_1,fixed,841,1.2349867662803705e-08,0.00011112995843967416,5.578766008599495e-05,0.1140922852929912,1.3800230658212581e-08,0.894902988846367
PARTIAL_MALL,5,MSFT,NN3,fixed,841,1.2456885992042927e-08,0.0001116104206247917,6.034031038930744e-05,0.10641541246514452,1.3800230658212581e-08,0.9026578106236055
PARTIAL_MALL,5,MSFT,NN3_1,fixed,841,1.2542946834244304e-08,0.00011199529826847333,5.724701796734812e-05,0.10024190792873444,1.3800230658212581e-08,0.9088939993028261
PARTIAL_MALL,5,MSFT,NN4,fixed,841,1.2561089596319767e-08,0.00011207626687358821,6.261787119343021e-05,0.09894045164372856,1.3800230658212581e-08,0.9102086702329576
PARTIAL_MALL,5,MSFT,NN4_1,fixed,841,1.2622789651202128e-08,0.00011235118891761728,5.9575824063189646e-05,0.09451444837708944,1.3800230658212581e-08,0.9146796139737163
PARTIAL_MALL,5,MSFT,PostLasso,rolling,841,1.3712188074266834e-08,0.00011709905240550341,5.083758848441277e-05,0.016367338324286607,1.3800230658212581e-08,0.993620209246767
PARTIAL_MALL,5,MSFT,RandomForest,rolling,841,1.147033858476999e-08,0.0001070996665950459,4.8870083426836184e-05,0.17718458853167374,1.3800230658212581e-08,0.8311700629397769
PARTIAL_MALL,5,MSFT,Ridge,rolling,841,1.3340874783595308e-08,0.00011550270465922132,5.0531541122386274e-05,0.043003195303540465,1.3800230658212581e-08,0.9667138987750246
PARTIAL_MALL,5,MSFT,SHAR,rolling,841,1.3111484855063722e-08,0.00011450539225321978,5.0559534989823765e-05,0.059458295302246444,1.3800230658212581e-08,0.9500917180149462
